Strain,Method,Glycolysis(Serine through glycolysis)_true,Glycolysis(Serine through glycolysis)_pred,Glycolysis(Serine through glycolysis)_abs_error,Glycolysis(Serine through glycolysis)_ratio,Glycolysis(Serine through glycolysis)_rel_error,ED pathway(PYR through ED) _true,ED pathway(PYR through ED) _pred,ED pathway(PYR through ED) _abs_error,ED pathway(PYR through ED) _ratio,ED pathway(PYR through ED) _rel_error,"PP pathway(PEP through PP pathway, upper bound)  _true","PP pathway(PEP through PP pathway, upper bound)  _pred","PP pathway(PEP through PP pathway, upper bound)  _abs_error","PP pathway(PEP through PP pathway, upper bound)  _ratio","PP pathway(PEP through PP pathway, upper bound)  _rel_error",Gluco-neogenesis(PEP from oxaloacetate)_true,Gluco-neogenesis(PEP from oxaloacetate)_pred,Gluco-neogenesis(PEP from oxaloacetate)_abs_error,Gluco-neogenesis(PEP from oxaloacetate)_ratio,Gluco-neogenesis(PEP from oxaloacetate)_rel_error,"Gluco-neogenesis(PYR from MAL, upper bound)_true","Gluco-neogenesis(PYR from MAL, upper bound)_pred","Gluco-neogenesis(PYR from MAL, upper bound)_abs_error","Gluco-neogenesis(PYR from MAL, upper bound)_ratio","Gluco-neogenesis(PYR from MAL, upper bound)_rel_error","Gluco-neogenesis(PYR from MAL, lower bound)_true","Gluco-neogenesis(PYR from MAL, lower bound)_pred","Gluco-neogenesis(PYR from MAL, lower bound)_abs_error","Gluco-neogenesis(PYR from MAL, lower bound)_ratio","Gluco-neogenesis(PYR from MAL, lower bound)_rel_error",TCA cycle(Oxaloacetate through TCA cycle)_true,TCA cycle(Oxaloacetate through TCA cycle)_pred,TCA cycle(Oxaloacetate through TCA cycle)_abs_error,TCA cycle(Oxaloacetate through TCA cycle)_ratio,TCA cycle(Oxaloacetate through TCA cycle)_rel_error,cumulative_ratio,cumulative_diff,mean_absolute_error,mean_relative_error,rmse,n_pathways
MarR,Eki2vivo,0.83,0.2351551714324896,0.5948448285675103,0.28331948365360193,0.716680516346398,0.04,0.0,0.04,0.0,1.0,0.2,0.13492007156551908,0.06507992843448093,0.6746003578275953,0.32539964217240464,0.03,0.0,0.03,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.31871583311515556,0.028715833115155576,1.0990201141901916,0.09902011419019165,0.29384856509591273,0.11694865573102099,0.11694865573102099,0.7344428961012849,0.22803519973586953,7
Mlc,Eki2vivo,0.78,0.2486689734166562,0.5313310265833439,0.31880637617520025,0.6811936238247998,0.05,0.0,0.05,0.0,1.0,0.19,0.01844772615681427,0.17155227384318572,0.09709329556218037,0.9029067044378196,0.03,0.0,0.03,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.31,0.2500669120071116,0.05993308799288838,0.8066674580874569,0.19333254191254315,0.17465244711783393,0.12754519834563113,0.12754519834563113,0.825347552882166,0.21395420655138891,7
ModE,Eki2vivo,0.8,0.2462208686603406,0.5537791313396594,0.3077760858254257,0.6922239141745742,0.05,0.0,0.05,0.0,1.0,0.18,0.03832669672190651,0.1416733032780935,0.2129260928994806,0.7870739071005194,0.04,0.0,0.04,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.32,0.2971866946251336,0.02281330537486642,0.9287084207035424,0.07129157929645756,0.20705865706120696,0.11975224857037421,0.11975224857037421,0.7929413429387929,0.21773611094663625,7
NagC,Eki2vivo,0.8,0.2306449827386012,0.5693550172613988,0.2883062284232515,0.7116937715767485,0.03,1.4321308775119954e-16,0.029999999999999857,4.773769591706651e-15,0.9999999999999952,0.2,0.1763216296388659,0.0236783703611341,0.8816081481943295,0.1183918518056705,0.04,0.0,0.04,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.26,0.20436189347977976,0.05563810652022025,0.7860072826145376,0.2139927173854625,0.3911843318464247,0.10266735630610757,0.10266735630610757,0.6088156681535754,0.21722976637680277,7
NarP,Eki2vivo,0.79,0.231587900821526,0.558412099178474,0.29314924154623545,0.7068507584537645,0.09,0.060981126734314696,0.0290188732656853,0.6775680748257189,0.32243192517428115,0.2,0.019914813999227902,0.1800851860007721,0.0995740699961395,0.9004259300038605,0.03,0.0,0.03,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.3,0.28727458111745047,0.012725418882549522,0.9575819370581683,0.042418062941831744,0.2896961890608946,0.12289165390392587,0.12289165390392587,0.7103038109391054,0.22292176014313336,7
NsrR,Eki2vivo,0.79,0.21479190272491425,0.5752080972750858,0.27188848446191677,0.7281115155380833,0.03,0.0690947135789635,0.039094713578963505,2.3031571192987834,1.3031571192987836,0.21,0.089488837801121,0.12051116219887899,0.426137322862481,0.573862677137519,0.02,0.0,0.02,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.3,0.3333333333333333,0.033333333333333326,1.1111111111111112,0.11111111111111109,0.5874705768191847,0.12259247234089454,0.12259247234089454,0.8166060604407852,0.22403022854908328,7
NtrC,Eki2vivo,0.78,0.2339074156489646,0.5460925843510354,0.29988130211405717,0.7001186978859427,0.05,0.0,0.05,0.0,1.0,0.22,0.14717722569187144,0.07282277430812856,0.6689873895085066,0.33101261049149344,0.03,0.0,0.03,0.0,1.0,0.06,0.0,0.06,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.34,0.3272651840181254,0.012734815981874648,0.9625446588768393,0.03745534112316073,0.2759161929284861,0.11309288209157695,0.11309288209157695,0.7240838070715138,0.21080879714607248,7
OgrK,Eki2vivo,0.74,0.20938182565323227,0.5306181743467677,0.2829484130449085,0.7170515869550915,0.11,0.08465755803453977,0.025342441965460233,0.7696141639503615,0.23038583604963847,0.2,0.07391136218097692,0.12608863781902307,0.36955681090488457,0.6304431890951153,0.02,0.0,0.02,0.0,1.0,0.06,0.0,0.06,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.29,0.3333333333333333,0.043333333333333335,1.1494252873563218,0.14942528735632185,0.3673635250366395,0.11934036963779779,0.11934036963779779,0.6753294142080238,0.20869458500631424,7
OmpR,Eki2vivo,0.8,0.24886086485671827,0.5511391351432817,0.3110760810708978,0.6889239189291021,0.06,0.0,0.06,0.0,1.0,0.2,0.007802630039277603,0.1921973699607224,0.03901315019638801,0.9609868498036119,0.02,0.0,0.02,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.33,0.2887864620402721,0.04121353795972793,0.8751104910311275,0.1248895089688725,0.17502853175691618,0.1335071490091046,0.1335071490091046,0.8249714682430839,0.22338075470801652,7
OxyR,Eki2vivo,0.74,0.23378474146964973,0.5062152585303503,0.3159253263103375,0.6840746736896626,0.05,0.0,0.05,0.0,1.0,0.24,0.14726929024025215,0.09273070975974784,0.6136220426677174,0.3863779573322827,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.3,0.2558484660173412,0.04415153398265881,0.852828220057804,0.14717177994219605,0.25462508414797985,0.10758535746753672,0.10758535746753672,0.7453749158520202,0.19679657025703248,7
PdhR,Eki2vivo,0.74,0.23553080164231782,0.5044691983576821,0.3182848670842133,0.6817151329157867,0.09,0.0,0.09,0.0,1.0,0.23,0.13099006130868662,0.09900993869131339,0.5695220056899418,0.4304779943100582,0.01,0.0,0.01,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.43,0.3192050221646019,0.1107949778353981,0.7423372608479114,0.2576627391520886,0.2328777333745809,0.12203915926919907,0.12203915926919907,0.7671222666254192,0.2020493812218214,7
PerR,Eki2vivo,0.76,0.20460482888126016,0.5553951711187398,0.26921688010692124,0.7307831198930786,0.08,0.1257036938503218,0.04570369385032179,1.5712961731290223,0.5712961731290224,0.21,0.006340213093733734,0.20365978690626627,0.030191490922541593,0.9698085090774584,0.03,0.0,0.03,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.31,0.2653440666645214,0.04465593333547857,0.8559486021436176,0.1440513978563825,0.3895218780431575,0.13134494074440092,0.13134494074440092,0.773705599993706,0.22549123673765706,7
Pgi,Eki2vivo,0.03,0.2311458939268362,0.2011458939268362,7.704863130894541,6.704863130894541,0.11,0.0,0.11,0.0,1.0,0.82,0.17367806511420786,0.646321934885792,0.21180251843196082,0.7881974815680391,0.12,0.0,0.12,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.33,0.30290682836403604,0.027093171635963975,0.9178994798910183,0.08210052010898174,1.766913025843504,0.15779442863551316,0.15779442863551316,1.9150322265143125,0.2633373051830338,7
PhoB,Eki2vivo,0.76,0.23221735803237809,0.5277826419676219,0.30554915530576066,0.6944508446942393,0.07,0.0,0.07,0.0,1.0,0.21,0.163655172326416,0.046344827673584,0.7793103444115047,0.22068965558849524,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.19319765692703086,0.09680234307296912,0.6661988169897617,0.33380118301023837,0.25015118810100384,0.11298997324488216,0.11298997324488216,0.7498488118989961,0.20566027946204113,7
PrpR,Eki2vivo,0.78,0.23560195388665084,0.5443980461133492,0.30205378703416774,0.6979462129658323,0.05,0.04415296956354618,0.005847030436453821,0.8830593912709236,0.11694060872907641,0.2,0.01705345028682131,0.1829465497131787,0.08526725143410654,0.9147327485658935,0.02,0.0,0.02,0.0,1.0,0.08,0.0,0.08,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.3,0.29087439428374046,0.009125605716259533,0.9695813142791349,0.03041868572086511,0.3199945348597618,0.1246167474256059,0.1246167474256059,0.6800054651402381,0.2196283019456159,7
PspC,Eki2vivo,0.76,0.23869928944836782,0.5213007105516322,0.3140780124320629,0.6859219875679371,0.09,0.03640232324573175,0.05359767675426825,0.4044702582859083,0.5955297417140917,0.18,0.018228559055709498,0.1617714409442905,0.10126977253171944,0.8987302274682806,0.03,0.0,0.03,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.3,0.28477056901128156,0.015229430988718429,0.9492352300376052,0.05076476996239476,0.2527218961838994,0.12027132274841565,0.12027132274841565,0.7472781038161005,0.208576493829867,7
PurR,Eki2vivo,0.78,0.2488276145187577,0.5311723854812423,0.3190097622035355,0.6809902377964645,0.06,0.0,0.06,0.0,1.0,0.21,0.008053730966189571,0.2019462690338104,0.03835109983899796,0.961648900161002,0.05,0.0,0.05,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.25,0.3333333333333333,0.08333333333333331,1.3333333333333333,0.33333333333333326,0.2415277421965524,0.13663599826405518,0.13663599826405518,0.8537103530415429,0.21924247604583313,7
QseB,Eki2vivo,0.76,0.23408451908806382,0.5259154809119362,0.308005946168505,0.6919940538314949,0.06,0.0,0.06,0.0,1.0,0.19,0.14431611514759513,0.04568388485240488,0.7595585007768164,0.24044149922318356,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.0,0.0,0.0,,,0.25,0.2770294138826843,0.027029413882684317,1.1081176555307373,0.10811765553073727,0.36261368374600983,0.09980411137814649,0.09980411137814649,0.673425534764236,0.20142517207314847,7
RcsA,Eki2vivo,0.75,0.2084781917505473,0.5415218082494527,0.27797092233406306,0.7220290776659369,0.08,0.08644769942959639,0.006447699429596387,1.080596242869955,0.08059624286995484,0.21,0.07441239535298325,0.13558760464701675,0.3543447397761107,0.6456552602238893,0.0,0.0,0.0,,,0.06,0.0,0.06,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.35,0.33333333333333337,0.016666666666666607,0.9523809523809526,0.04761904761904745,0.4442154762268469,0.11146053985610467,0.11146053985610467,0.5826499380631381,0.21245141224335942,7
RcsB,Eki2vivo,0.77,0.24250832678554032,0.5274916732144597,0.31494587894226017,0.6850541210577398,0.06,0.0,0.06,0.0,1.0,0.21,0.06402848165945332,0.14597151834054667,0.3048975317116825,0.6951024682883175,0.03,0.0,0.03,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.31,0.3333333333333333,0.023333333333333317,1.075268817204301,0.07526881720430102,0.24215888969403482,0.11954236069833425,0.11954236069833425,0.7793464866500512,0.20918194196907675,7
RpoD,Eki2vivo,0.77,0.23336154861798905,0.5366384513820109,0.30306694625712866,0.6969330537428713,0.04,0.0,0.04,0.0,1.0,0.22,0.14898710731947618,0.07101289268052383,0.6772141241794372,0.32278587582056284,0.03,0.0,0.03,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.1712792797113386,0.11872072028866137,0.5906182059011676,0.40938179409883235,0.2244141823339619,0.11805315205017089,0.11805315205017089,0.7755858176660382,0.21048185122115706,7
RpoS,Eki2vivo,0.77,0.24285354208398693,0.5271464579160131,0.3153942104986843,0.6846057895013157,0.08,0.0,0.08,0.0,1.0,0.19,0.06117111617632697,0.12882888382367302,0.32195324303329986,0.6780467569667001,0.02,0.0,0.02,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.3,0.3333333333333333,0.033333333333333326,1.1111111111111112,0.11111111111111109,0.24977979494901362,0.11847266786757422,0.11847266786757422,0.7819662367970182,0.20818651682420453,7
Rsd,Eki2vivo,0.74,0.24885313437632783,0.49114686562367216,0.33628801942747005,0.66371198057253,0.09,0.0,0.09,0.0,1.0,0.2,0.007843435870409353,0.19215656412959065,0.039217179352046765,0.9607828206479532,0.03,0.0,0.03,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.33,0.3333333333333333,0.0033333333333332993,1.01010101010101,0.010101010101009998,0.19794374412578955,0.12237668044094231,0.12237668044094231,0.8049422587602134,0.20313981809200074,7
RutR,Eki2vivo,0.8,0.13575764357889405,0.664242356421106,0.16969705447361755,0.8303029455263824,0.03,0.19366633541410916,0.16366633541410916,6.4555445138036385,5.4555445138036385,0.18,0.011588645946876567,0.16841135405312344,0.06438136637153648,0.9356186336284635,0.02,0.030286660663533246,0.010286660663533245,1.5143330331766622,0.5143330331766622,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.33,0.3333333333333333,0.0033333333333332993,1.01010101010101,0.010101010101009998,1.3162938539894953,0.15142000569788644,0.15142000569788644,1.3922714480337366,0.2667754240352927,7
SdhC,Eki2vivo,0.77,0.20880578342036563,0.5611942165796344,0.2711763421043709,0.7288236578956291,0.05,0.10434008686699241,0.054340086866992404,2.086801737339848,1.086801737339848,0.24,0.06824998757542787,0.1717500124245721,0.28437494823094944,0.7156250517690504,0.03,0.0,0.03,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.0,0.0,0.0,,,0.03,0.2536900330142514,0.22369003301425142,8.456334433808381,7.456334433808381,1.8497812435805916,0.15299633555506434,0.15299633555506434,1.997930813468818,0.23881465957662634,7
SdiA,Eki2vivo,0.76,0.23847210729471252,0.5215278927052875,0.3137790885456744,0.6862209114543257,0.05,0.0,0.05,0.0,1.0,0.22,0.10703225433264625,0.11296774566735375,0.48651024696657386,0.5134897530334261,0.04,0.0,0.04,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.23930761339956616,0.05069238660043382,0.8251986668950558,0.17480133310494422,0.23221257177247198,0.11502686071043933,0.11502686071043933,0.767787428227528,0.20421374393723205,7
SoxR,Eki2vivo,0.78,0.21903347345813667,0.5609665265418633,0.28081214545914956,0.7191878545408503,0.07,0.09040483952665984,0.020404839526659835,1.291497707523712,0.2914977075237119,0.21,0.02175636226816806,0.18824363773183195,0.10360172508651457,0.8963982749134854,0.03,0.0,0.03,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.27,0.2576487488273664,0.012351251172633637,0.954254625286542,0.04574537471345791,0.3757380290508454,0.12028089356756981,0.12028089356756981,0.7075470302416437,0.22427280006042208,7
SoxS,Eki2vivo,0.74,0.2158835263071365,0.5241164736928635,0.29173449500964393,0.7082655049903561,0.08,0.0,0.08,0.0,1.0,0.23,0.18345237553980623,0.04654762446019378,0.797619024086114,0.20238097591388599,0.02,0.0,0.02,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.26,0.2545468935220382,0.005453106477961822,0.9790265135463007,0.020973486453699314,0.2954828618060084,0.10373102923300273,0.10373102923300273,0.7045171381939916,0.20191741441539526,7
SspA,Eki2vivo,0.78,0.2043823328413043,0.5756176671586957,0.26202863184782604,0.7379713681521739,0.06,0.09761474765410678,0.03761474765410679,1.6269124609017798,0.6269124609017798,0.18,0.06083058002709825,0.11916941997290174,0.3379476668172125,0.6620523331827874,0.02,0.0,0.02,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.3,0.3333333333333333,0.033333333333333326,1.1111111111111112,0.11111111111111109,0.47685712438256134,0.12224788115986251,0.12224788115986251,0.7340067533354074,0.22404177855100726,7
TdcA,Eki2vivo,0.76,0.20799085207877963,0.5520091479212204,0.2736721737878679,0.726327826212132,0.08,0.1078929811823246,0.027892981182324597,1.3486622647790574,0.34866226477905743,0.19,0.045654205970252874,0.14434579402974712,0.24028529458027828,0.7597147054197216,0.02,0.0,0.02,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.31,0.2611983486541456,0.0488016513458544,0.8425753182391793,0.15742468176082064,0.3864564359123404,0.12186422492559237,0.12186422492559237,0.7131613540245331,0.21748872785769505,7
TdcR,Eki2vivo,0.75,0.24888564115847098,0.501114358841529,0.331847521544628,0.668152478455372,0.08,0.0,0.08,0.0,1.0,0.22,0.007600091472825033,0.21239990852717497,0.034545870331022875,0.9654541296689771,0.04,0.0,0.04,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.33333333333333337,0.04333333333333339,1.149425287356322,0.14942528735632205,0.21654552560456755,0.1295496572431482,0.1295496572431482,0.8261474136400959,0.20928691842174355,7
TorR,Eki2vivo,0.77,0.24874517357256565,0.5212548264274344,0.32304567996437095,0.676954320035629,0.09,0.0,0.09,0.0,1.0,0.17,0.017345900805352737,0.15265409919464729,0.10203471061972197,0.8979652893802781,0.03,0.0,0.03,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.33,0.3328810385257212,0.0028810385257211912,1.0087304197749127,0.0087304197749127,0.20483011576557225,0.12096999487825756,0.12096999487825756,0.7976642898844029,0.20898331049488506,7
UspA,Eki2vivo,0.76,0.24972671021969345,0.5102732897803066,0.32858777660485977,0.6714122233951403,0.08,0.0,0.08,0.0,1.0,0.19,0.00927523265062679,0.1807247673493732,0.048817013950667315,0.9511829860493326,0.01,0.0,0.01,0.0,1.0,0.07,0.0,0.07,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.29,0.30406900001665177,0.01406900001665179,1.0485137931608683,0.04851379316086824,0.20370265481662791,0.12643815102090453,0.12643815102090453,0.8101584289436202,0.20875077709288054,7
UvrY,Eki2vivo,0.77,0.2488123279288285,0.5211876720711716,0.323132893414063,0.6768671065859371,0.03,0.0,0.03,0.0,1.0,0.22,0.01634096067952861,0.20365903932047139,0.07427709399785731,0.9257229060021427,0.05,0.0,0.05,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.26,0.3333333333333333,0.0733333333333333,1.282051282051282,0.28205128205128194,0.2399230384947432,0.13402572067499663,0.13402572067499663,0.8406630420913374,0.21530422714770112,7
UxuR,Eki2vivo,0.75,0.23284043886592135,0.5171595611340787,0.3104539184878951,0.689546081512105,0.09,0.0,0.09,0.0,1.0,0.19,0.15635181768991005,0.03364818231008995,0.8229043036311056,0.1770956963688945,0.03,0.0,0.03,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.32,0.24751160871988512,0.07248839128011489,0.773473777249641,0.22652622275035902,0.27240457133837737,0.11047087638918336,0.11047087638918336,0.7275954286616227,0.2011895974006129,7
YbhD,Eki2vivo,0.78,0.22977525925504214,0.5502247407449579,0.29458366571159245,0.7054163342884074,0.06,0.0,0.06,0.0,1.0,0.19,0.18094531810086198,0.009054681899138023,0.9523437794782209,0.04765622052177907,0.03,0.0,0.03,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.1694091468994692,0.12059085310053078,0.5841694720671352,0.4158305279328648,0.26158527389384983,0.1142671822492324,0.1142671822492324,0.7384147261061502,0.2145997624960956,7
YdeO,Eki2vivo,0.81,0.23613080270579762,0.5738691972942025,0.2915195095133304,0.7084804904866697,0.02,0.042564716700723496,0.022564716700723495,2.1282358350361745,1.1282358350361748,0.22,0.016619501088958457,0.20338049891104154,0.07554318676799299,0.924456813232007,0.03,0.0,0.03,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.2760526690553255,0.013947330944674485,0.9519057553631914,0.04809424463680857,0.49245775524009844,0.12625167769294884,0.12625167769294884,0.8298953404845228,0.23092768732739716,7
YdjF,Eki2vivo,0.76,0.23258949121156705,0.527410508788433,0.30603880422574614,0.693961195774254,0.08,0.0,0.08,0.0,1.0,0.21,0.15872867632651916,0.051271323673480834,0.7558508396500913,0.24414916034990874,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.0,0.0,0.0,,,0.28,0.24508447012021925,0.03491552987978078,0.8753016790007829,0.12469832099921704,0.3228652204794367,0.10479962319167066,0.10479962319167066,0.6771347795205633,0.20333283328378848,7
YfhA,Eki2vivo,0.77,0.25076818004357987,0.5192318199564201,0.32567296109555827,0.6743270389044417,0.06,0.0,0.06,0.0,1.0,0.19,0.0,0.19,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.28,0.32606890261898436,0.04606890261898433,1.1645317950678011,0.16453179506780116,0.21288639373762278,0.1293286746536292,0.1293286746536292,0.8341226905674634,0.21210645125360109,7
Zwf,Eki2vivo,0.93,0.2488376825254251,0.6811623174745749,0.2675674005649732,0.7324325994350267,0.05,0.0,0.05,0.0,1.0,0.13,0.007995590839018808,0.1220044091609812,0.06150454491552929,0.9384954550844707,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.33,0.3226478832102809,0.007352116789719143,0.9777208582129723,0.022279141787027706,0.18668468624192497,0.13150269191789649,0.13150269191789649,0.813315313758075,0.2627386621784749,7
