Strain,Method,Glycolysis(Serine through glycolysis)_true,Glycolysis(Serine through glycolysis)_pred,Glycolysis(Serine through glycolysis)_abs_error,Glycolysis(Serine through glycolysis)_ratio,Glycolysis(Serine through glycolysis)_rel_error,ED pathway(PYR through ED) _true,ED pathway(PYR through ED) _pred,ED pathway(PYR through ED) _abs_error,ED pathway(PYR through ED) _ratio,ED pathway(PYR through ED) _rel_error,"PP pathway(PEP through PP pathway, upper bound)  _true","PP pathway(PEP through PP pathway, upper bound)  _pred","PP pathway(PEP through PP pathway, upper bound)  _abs_error","PP pathway(PEP through PP pathway, upper bound)  _ratio","PP pathway(PEP through PP pathway, upper bound)  _rel_error",Gluco-neogenesis(PEP from oxaloacetate)_true,Gluco-neogenesis(PEP from oxaloacetate)_pred,Gluco-neogenesis(PEP from oxaloacetate)_abs_error,Gluco-neogenesis(PEP from oxaloacetate)_ratio,Gluco-neogenesis(PEP from oxaloacetate)_rel_error,"Gluco-neogenesis(PYR from MAL, upper bound)_true","Gluco-neogenesis(PYR from MAL, upper bound)_pred","Gluco-neogenesis(PYR from MAL, upper bound)_abs_error","Gluco-neogenesis(PYR from MAL, upper bound)_ratio","Gluco-neogenesis(PYR from MAL, upper bound)_rel_error","Gluco-neogenesis(PYR from MAL, lower bound)_true","Gluco-neogenesis(PYR from MAL, lower bound)_pred","Gluco-neogenesis(PYR from MAL, lower bound)_abs_error","Gluco-neogenesis(PYR from MAL, lower bound)_ratio","Gluco-neogenesis(PYR from MAL, lower bound)_rel_error",TCA cycle(Oxaloacetate through TCA cycle)_true,TCA cycle(Oxaloacetate through TCA cycle)_pred,TCA cycle(Oxaloacetate through TCA cycle)_abs_error,TCA cycle(Oxaloacetate through TCA cycle)_ratio,TCA cycle(Oxaloacetate through TCA cycle)_rel_error,cumulative_ratio,cumulative_diff,mean_absolute_error,mean_relative_error,rmse,n_pathways
MarR,KinLLM,0.83,0.20020951625960456,0.6297904837403954,0.24121628465012598,0.758783715349874,0.04,0.0,0.04,0.0,1.0,0.2,0.4428222536283762,0.24282225362837617,2.2141112681418806,1.2141112681418809,0.03,0.0,0.03,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.008312514881695085,0.2816874851183049,0.028663844419638228,0.9713361555803617,0.3548559138873778,0.18347146035529666,0.18347146035529666,0.9920330198674453,0.2777579983519569,7
Mlc,KinLLM,0.78,0.23242227290780526,0.5475777270921948,0.29797727295872467,0.7020227270412753,0.05,2.610625928300418e-16,0.04999999999999974,5.221251856600836e-15,0.9999999999999948,0.19,0.16204050388562596,0.02795949611437404,0.8528447572927682,0.1471552427072318,0.03,0.0,0.03,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.31,0.2028889287207658,0.1071110712792342,0.6544804152282768,0.34551958477172323,0.25790034935425354,0.11609261349797184,0.11609261349797184,0.7420996506457465,0.21287014224673254,7
ModE,KinLLM,0.8,0.0,0.8,0.0,1.0,0.05,0.3237495071870535,0.2737495071870535,6.474990143741069,5.47499014374107,0.18,0.280566827828619,0.10056682782861903,1.5587045990478836,0.5587045990478835,0.04,0.0,0.04,0.0,1.0,0.02,0.08414587403819128,0.06414587403819128,4.207293701909564,3.2072937019095638,0.01,0.08414587403819128,0.07414587403819128,8.414587403819128,7.414587403819128,0.32,0.3333333333333333,0.013333333333333308,1.0416666666666665,0.04166666666666659,3.0996060735977586,0.1951344880607698,0.1951344880607698,2.6710346450263303,0.32435486763628296,7
NagC,KinLLM,0.8,0.22578314180711226,0.5742168581928878,0.2822289272588903,0.7177710727411097,0.03,3.6699213779722147e-16,0.02999999999999963,1.2233071259907383e-14,0.9999999999999878,0.2,0.19501921732671895,0.004980782673281059,0.9750960866335947,0.024903913366405295,0.04,0.0,0.04,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.26,0.20444312971144718,0.05555687028855283,0.7863197296594122,0.21368027034058779,0.4087289487103819,0.1006792158792459,0.1006792158792459,0.5912710512896181,0.21887255726472704,7
NarP,KinLLM,0.79,0.24469501321673448,0.5453049867832656,0.30974052305915756,0.6902594769408424,0.09,0.0,0.09,0.0,1.0,0.2,0.025957984195859013,0.174042015804141,0.12978992097929506,0.8702100790207049,0.03,0.0,0.03,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.3,0.2929448102005742,0.007055189799425765,0.9764827006685808,0.023517299331419217,0.20228759210100478,0.12805745605526178,0.12805745605526178,0.7977124078989952,0.21986941825253986,7
NsrR,KinLLM,0.79,0.16335811389636426,0.6266418861036358,0.20678242265362565,0.7932175773463744,0.03,0.17031023099941625,0.14031023099941625,5.677007699980542,4.677007699980542,0.21,0.011931659552639546,0.19806834044736044,0.0568174264411407,0.9431825735588593,0.02,0.0,0.02,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.3,0.33001175944719174,0.030011759447191755,1.1000391981573059,0.10003919815730586,1.0058066781760877,0.1550046024282292,0.1550046024282292,1.3590638641490116,0.25517467057889115,7
NtrC,KinLLM,0.78,0.2002288144284456,0.5797711855715544,0.2567036082415969,0.743296391758403,0.05,0.0,0.05,0.0,1.0,0.22,0.4471845442275703,0.2271845442275703,2.0326570192162285,1.0326570192162288,0.03,0.0,0.03,0.0,1.0,0.06,0.0,0.06,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.34,0.2397570330342468,0.10024296696575322,0.7051677442183729,0.2948322557816271,0.42778976738231406,0.15245695668069684,0.15245695668069684,0.8672550952508942,0.24059334309192218,7
OgrK,KinLLM,0.74,0.1846859331605372,0.5553140668394628,0.2495755853520773,0.7504244146479228,0.11,0.22799854237798384,0.11799854237798384,2.072714021618035,1.0727140216180349,0.2,0.024774468007674626,0.17522553199232538,0.12387234003837312,0.8761276599616269,0.02,0.0,0.02,0.0,1.0,0.06,0.0,0.06,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.29,0.2590136626808027,0.030986337319197255,0.8931505609682853,0.10684943903171468,0.4770446439966815,0.14136063978985275,0.14136063978985275,0.8294450764656142,0.22641980888718471,7
OmpR,KinLLM,0.8,0.24977082860699737,0.5502291713930026,0.3122135357587467,0.6877864642412532,0.06,0.0,0.06,0.0,1.0,0.2,0.00827167977374196,0.19172832022625805,0.041358398868709796,0.9586416011312902,0.02,0.0,0.02,0.0,1.0,0.05,0.19707328041576985,0.14707328041576984,3.9414656083153967,2.9414656083153967,0.02,0.19707328041576985,0.17707328041576986,9.853664020788493,8.853664020788493,0.33,0.0,0.33,0.0,1.0,2.0212430805330497,0.2108720074929715,0.2108720074929715,2.3487939563537763,0.2686998820452903,7
OxyR,KinLLM,0.74,0.23731168185753043,0.5026883181424695,0.3206914619696357,0.6793085380303642,0.05,0.0,0.05,0.0,1.0,0.24,0.11639663975292627,0.12360336024707372,0.48498599897052613,0.5150140010294738,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.3,0.22603188103216215,0.07396811896783784,0.7534396034405405,0.24656039655945947,0.22273100919724317,0.11575139962248303,0.11575139962248303,0.7772689908027568,0.19919287798689445,7
PdhR,KinLLM,0.74,0.12104936153393443,0.6189506384660656,0.16358021828910058,0.8364197817108995,0.09,0.2597706531435032,0.16977065314350323,2.8863405904833694,1.8863405904833692,0.23,0.02118552658416236,0.20881447341583764,0.092110985148532,0.907889014851468,0.01,0.0,0.01,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.43,0.3052859137304276,0.12471408626957237,0.7099672412335526,0.29003275876644735,0.5502855764506507,0.16746426447071125,0.16746426447071125,0.9886688779731692,0.25971936919581645,7
PerR,KinLLM,0.76,0.2235968552339279,0.5364031447660721,0.2942063884656946,0.7057936115343054,0.08,0.0,0.08,0.0,1.0,0.21,0.2365768242095876,0.026576824209587596,1.126556305759941,0.12655630575994095,0.03,0.0,0.03,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.31,0.25937459663497814,0.05062540336502186,0.8366922472096069,0.16330775279039308,0.32249356306217747,0.10908648176295452,0.10908648176295452,0.7136653814406628,0.20677717225688352,7
Pgi,KinLLM,0.03,0.0,0.03,0.0,1.0,0.11,0.0,0.11,0.0,1.0,0.82,0.6612594446233863,0.1587405553766137,0.8064139568577882,0.19358604314221184,0.12,0.0,0.12,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.33,0.25524328694797754,0.07475671305202247,0.7734645059029622,0.22653549409703777,0.3159756925521501,0.07049960977551946,0.07049960977551946,0.6840243074478499,0.09117262282350379,7
PhoB,KinLLM,0.76,0.2313487168378395,0.5286512831621605,0.3044062063655783,0.6955937936344216,0.07,0.0,0.07,0.0,1.0,0.21,0.17136966707900744,0.03863033292099255,0.8160460337095593,0.18395396629044072,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.18901456533631328,0.1009854346636867,0.6517743632286666,0.3482256367713335,0.25317522904340056,0.11260957867811995,0.11260957867811995,0.7468247709565994,0.20603832508429776,7
PrpR,KinLLM,0.78,0.2488610653816145,0.5311389346183855,0.3190526479251468,0.6809473520748531,0.05,0.0,0.05,0.0,1.0,0.2,0.007801120145319847,0.19219887985468018,0.039005600726599234,0.9609943992734008,0.02,0.0,0.02,0.0,1.0,0.08,0.12700167867277884,0.04700167867277884,1.5875209834097355,0.5875209834097355,0.03,0.12700167867277884,0.09700167867277884,4.233389289092628,3.2333892890926283,0.3,0.20874355215087548,0.09125644784912451,0.6958118405029183,0.3041881594970817,0.9821114802367182,0.14694251709539258,0.14694251709539258,1.1095771690496714,0.22100265028222868,7
PspC,KinLLM,0.76,0.14590672311959285,0.6140932768804072,0.1919825304205169,0.8080174695794831,0.09,0.23927562678670247,0.14927562678670248,2.6586180754078055,1.6586180754078053,0.18,0.020733615021357402,0.1592663849786426,0.11518675011865225,0.8848132498813478,0.03,0.0,0.03,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.3,0.30186207295416245,0.0018620729541624637,1.0062069098472082,0.0062069098472082125,0.5674277522563118,0.14492819451427355,0.14492819451427355,0.9082365292451205,0.24734678205828786,7
PurR,KinLLM,0.78,0.09088621163521685,0.6891137883647832,0.1165207841477139,0.8834792158522862,0.06,0.29044580123908775,0.23044580123908776,4.840763353984796,3.840763353984796,0.21,0.02921113610243369,0.1807888638975663,0.1391006481068271,0.8608993518931729,0.05,0.0,0.05,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.25,0.3036922458861373,0.0536922458861373,1.2147689835445492,0.2147689835445492,0.9015933956834123,0.17629152848393922,0.17629152848393922,1.257130129324972,0.2844921669021733,7
QseB,KinLLM,0.76,0.23570720694361647,0.5242927930563835,0.3101410617679164,0.6898589382320836,0.06,0.0,0.06,0.0,1.0,0.19,0.13012829528325787,0.059871704716742136,0.6848857646487256,0.3151142353512744,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.0,0.0,0.0,,,0.25,0.23132535019121434,0.018674649808785665,0.9253014007648573,0.07469859923514266,0.3200547045302499,0.1004055925117016,0.1004055925117016,0.6799452954697501,0.20121640675154887,7
RcsA,KinLLM,0.75,0.18332938552473435,0.5666706144752657,0.2444391806996458,0.7555608193003542,0.08,0.23188808331834873,0.15188808331834874,2.8986010414793593,1.8986010414793593,0.21,0.02510049361188851,0.18489950638811148,0.11952616005661196,0.880473839943388,0.0,0.0,0.0,,,0.06,0.0,0.06,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.35,0.2584399798269405,0.09156002017305948,0.7383999423626872,0.2616000576373128,0.666827720766384,0.15357403205068362,0.15357403205068362,0.9660392930600691,0.23626759644840822,7
RcsB,KinLLM,0.77,0.19832602580397204,0.571673974196028,0.2575662672778858,0.7424337327221142,0.06,0.11603771686553616,0.05603771686553616,1.933961947758936,0.933961947758936,0.21,0.14528352399339586,0.06471647600660413,0.6918263047304565,0.30817369526954347,0.03,0.0,0.03,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.31,0.2887076921341112,0.021292307865888815,0.9313151359164877,0.0686848640835123,0.5449528079548237,0.11338863927629388,0.11338863927629388,0.7218934628334438,0.21947760807541947,7
RpoD,KinLLM,0.77,0.2342073372181923,0.5357926627818077,0.30416537301063934,0.6958346269893606,0.04,2.1887593923214563e-16,0.03999999999999978,5.471898480803641e-15,0.9999999999999944,0.22,0.1448576275130017,0.07514237248699829,0.6584437614227351,0.34155623857726497,0.03,0.0,0.03,0.0,1.0,0.02,0.023343906081371716,0.0033439060813717156,1.1671953040685858,0.16719530406858576,0.01,0.023343906081371716,0.013343906081371716,2.3343906081371717,1.3343906081371715,0.29,0.0,0.29,0.0,1.0,0.6377421495198767,0.14108897820450703,0.14108897820450703,0.7912823968246253,0.2328424958670512,7
RpoS,KinLLM,0.77,0.195789620882825,0.574210379117175,0.25427223491275974,0.7457277650872403,0.08,0.12402409458764717,0.04402409458764717,1.5503011823455897,0.5503011823455896,0.19,0.1423716696224698,0.0476283303775302,0.7493245769603674,0.25067542303963264,0.02,0.0,0.02,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.3,0.288888227863351,0.01111177213664899,0.9629607595445033,0.037039240455496635,0.5024083933947457,0.1052820823170002,0.1052820823170002,0.6548205158468513,0.218908855699196,7
Rsd,KinLLM,0.74,0.22682439799083884,0.5131756020091611,0.3065194567443768,0.6934805432556231,0.09,1.984054641450002e-16,0.0899999999999998,2.204505157166669e-15,0.9999999999999979,0.2,0.21019067781451295,0.010190677814512938,1.0509533890725646,0.05095338907256469,0.03,0.0,0.03,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.33,0.18445401193599612,0.1455459880640039,0.5589515513212003,0.44104844867879966,0.2737749138768777,0.11984460969823969,0.11984460969823969,0.740783197286712,0.20540436879945276,7
RutR,KinLLM,0.8,0.24884139848892997,0.5511586015110701,0.31105174811116243,0.6889482518888376,0.03,0.0,0.03,0.0,1.0,0.18,0.007931621402717335,0.17206837859728266,0.04406456334842964,0.9559354366515703,0.02,0.0,0.02,0.0,1.0,0.04,0.059923119321297263,0.019923119321297263,1.4980779830324316,0.49807798303243156,0.01,0.059923119321297263,0.04992311932129726,5.992311932129726,4.992311932129726,0.33,0.1941879871848334,0.1358120128151666,0.5884484460146466,0.41155155398535337,1.2048506675194852,0.13984074736658772,0.13984074736658772,1.3638321653839882,0.2255208201614028,7
SdhC,KinLLM,0.77,0.2223903848006019,0.5476096151993981,0.28881868155922324,0.7111813184407767,0.05,0.0,0.05,0.0,1.0,0.24,0.1393317616553369,0.1006682383446631,0.5805490068972371,0.4194509931027629,0.03,0.0,0.03,0.0,1.0,0.03,0.02293703970009937,0.007062960299900629,0.7645679900033123,0.23543200999668762,0.0,0.02293703970009937,0.02293703970009937,,,0.03,0.0,0.03,0.0,1.0,0.27232261307662875,0.1126111219348659,0.1126111219348659,0.7276773869233711,0.2120937724109829,7
SdiA,KinLLM,0.76,0.2130280010669226,0.5469719989330775,0.28030000140384553,0.7196999985961545,0.05,7.289901147482459e-17,0.049999999999999926,1.4579802294964916e-15,0.9999999999999984,0.22,0.25904138064206983,0.03904138064206983,1.1774608211003175,0.1774608211003174,0.04,0.0,0.04,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.20444312971144715,0.08555687028855283,0.7049763093498178,0.2950236906501822,0.3089624474077118,0.11308146426624288,0.11308146426624288,0.741740644335236,0.21132999755725904,7
SoxR,KinLLM,0.78,0.2308879518083763,0.5491120481916237,0.29601019462612344,0.7039898053738766,0.07,1.5335500171349764e-16,0.06999999999999985,2.190785738764252e-15,0.9999999999999978,0.21,0.16861537463017978,0.04138462536982021,0.8029303553818086,0.1970696446181915,0.03,0.0,0.03,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.27,0.24677488419519433,0.023225115804805685,0.9139810525747938,0.08601894742520623,0.28756022894038974,0.10624596990946422,0.10624596990946422,0.7124397710596103,0.2104675525349444,7
SoxS,KinLLM,0.74,0.22343060542802154,0.5165693945719785,0.3019332505784075,0.6980667494215925,0.08,0.11535381621034776,0.03535381621034776,1.441922702629347,0.441922702629347,0.23,0.009632782578224437,0.22036721742177556,0.041881663383584504,0.9581183366164154,0.02,0.0,0.02,0.0,1.0,0.04,0.24016753463618645,0.20016753463618644,6.004188365904661,5.004188365904661,0.01,0.24016753463618645,0.23016753463618644,24.016753463618645,23.016753463618645,0.26,0.0,0.26,0.0,1.0,4.543811349444949,0.21180364249663922,0.21180364249663922,4.588435659741522,0.26123325049960905,7
SspA,KinLLM,0.78,0.2333121792814153,0.5466878207185848,0.29911817856591705,0.7008818214340831,0.06,0.0,0.06,0.0,1.0,0.18,0.14982257854136258,0.030177421458637416,0.8323476585631254,0.16765234143687455,0.02,0.0,0.02,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.3,0.054591539307190184,0.2454084606928098,0.18197179769063396,0.818028202309366,0.18763394783138235,0.13889624326714745,0.13889624326714745,0.8123660521686177,0.2289427759655057,7
TdcA,KinLLM,0.76,0.18601254604100975,0.5739874539589902,0.2447533500539602,0.7552466499460397,0.08,0.22465047830301257,0.1446504783030126,2.808130978787657,1.8081309787876574,0.19,0.024631274267144516,0.1653687257328555,0.12963828561655008,0.87036171438345,0.02,0.0,0.02,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.31,0.26033320839843604,0.04966679160156395,0.8397845432207615,0.16021545677923857,0.5746153082398469,0.14481049279948888,0.14481049279948888,0.9419935428423408,0.23378835477967666,7
TdcR,KinLLM,0.75,0.22844382297548516,0.5215561770245148,0.3045917639673135,0.6954082360326864,0.08,0.0,0.08,0.0,1.0,0.22,0.19279059932082143,0.02720940067917857,0.8763209060037338,0.12367909399626623,0.04,0.0,0.04,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.0,0.29,0.0,1.0,0.1687018099958639,0.1412522253862419,0.1412522253862419,0.8312981900041361,0.22846106178945216,7
TorR,KinLLM,0.77,0.21000383826115857,0.5599961617388415,0.2727322574820241,0.7272677425179759,0.09,0.0,0.09,0.0,1.0,0.17,0.3533057490329946,0.1833057490329946,2.0782691119587917,1.0782691119587917,0.03,0.0,0.03,0.0,1.0,0.04,0.05682878529996837,0.01682878529996837,1.4207196324992093,0.4207196324992092,0.01,0.05682878529996837,0.04682878529996837,5.682878529996837,4.682878529996836,0.33,0.0,0.33,0.0,1.0,1.3506570759909804,0.17956564019596755,0.17956564019596755,1.4155907167104018,0.2584494540076937,7
UspA,KinLLM,0.76,0.24885229672548975,0.5111477032745102,0.3274372325335391,0.6725627674664608,0.08,1.597094833425778e-17,0.07999999999999999,1.9963685417822222e-16,0.9999999999999998,0.19,0.016772514393443048,0.17322748560655696,0.08827639154443709,0.9117236084555629,0.01,0.0,0.01,0.0,1.0,0.07,0.0,0.07,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.29,0.25184561498372543,0.03815438501627455,0.8684331551162946,0.13156684488370535,0.18344953988489587,0.1289327962710488,0.1289327962710488,0.8165504601151042,0.20857869136075194,7
UvrY,KinLLM,0.77,0.22830369653258198,0.541696303467418,0.2964983071851714,0.7035016928148287,0.03,0.0,0.03,0.0,1.0,0.22,0.09334142599594694,0.12665857400405306,0.4242792090724861,0.5757207909275139,0.05,0.0,0.05,0.0,1.0,0.05,0.026078655649824332,0.02392134435017567,0.5215731129964866,0.4784268870035134,0.01,0.026078655649824332,0.01607865564982433,2.607865564982433,1.607865564982433,0.26,0.2791500422576252,0.019150042257625177,1.0736540086831738,0.07365400868317376,0.7034100289885359,0.1153578456755852,0.1153578456755852,0.7770241349159234,0.21182025991071482,7
UxuR,KinLLM,0.75,0.22869212740457426,0.5213078725954258,0.30492283653943236,0.6950771634605677,0.09,0.0,0.09,0.0,1.0,0.19,0.19240182661996466,0.0024018266199646587,1.012641192736656,0.012641192736656098,0.03,0.0,0.03,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.32,0.192556421543413,0.12744357845658702,0.6017388173231656,0.3982611826768344,0.2741861209427506,0.11445046823885394,0.11445046823885394,0.7294256484105797,0.20615858406676757,7
YbhD,KinLLM,0.78,0.23251836094805972,0.5474816390519404,0.2981004627539227,0.7018995372460773,0.06,0.0,0.06,0.0,1.0,0.19,0.15631697101213393,0.03368302898786607,0.8227209000638628,0.17727909993613722,0.03,0.0,0.03,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.17114934198555115,0.11885065801444883,0.5901701447777626,0.40982985522223736,0.24442735822793546,0.11714504657917933,0.11714504657917933,0.7555726417720645,0.2138077141636729,7
YdeO,KinLLM,0.81,0.23565569999328775,0.5743443000067123,0.29093296295467624,0.7090670370453238,0.02,0.0,0.02,0.0,1.0,0.22,0.1298754306020657,0.09012456939793431,0.5903428663730259,0.40965713362697415,0.03,0.0,0.03,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.2226690908630116,0.06733090913698839,0.7678244512517641,0.23217554874823584,0.23558575436849516,0.11739996836309073,0.11739996836309073,0.7644142456315048,0.22194827720651392,7
YdjF,KinLLM,0.76,0.22498465738494644,0.5350153426150536,0.2960324439275611,0.7039675560724389,0.08,0.0,0.08,0.0,1.0,0.21,0.22529005978132047,0.015290059781320475,1.0728098084824784,0.07280980848247845,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.0,0.0,0.0,,,0.28,0.27823282657863896,0.001767173421361068,0.9936886663522819,0.006311333647718099,0.39375515312705356,0.09601036797396215,0.09601036797396215,0.6305147830337725,0.2048966030756282,7
YfhA,KinLLM,0.77,0.24767926260735246,0.5223207373926475,0.32166138000954864,0.6783386199904513,0.06,7.802478259624605e-18,0.05999999999999999,1.3004130432707675e-16,0.9999999999999999,0.19,0.027242923492360075,0.16275707650763993,0.1433838078545267,0.8566161921454734,0.03,0.0,0.03,0.0,1.0,0.05,0.08346979773298524,0.03346979773298524,1.6693959546597048,0.6693959546597047,0.01,0.08346979773298524,0.07346979773298525,8.346979773298523,7.346979773298524,0.28,0.008126561012885761,0.27187343898711425,0.029023432188877714,0.9709765678111222,1.501492049715883,0.16484154976476745,0.16484154976476745,1.7889010154150393,0.23428981565256968,7
Zwf,KinLLM,0.93,0.17981064530120394,0.7501893546987961,0.19334477989376767,0.8066552201062324,0.05,0.20808445333514394,0.15808445333514393,4.161689066702879,3.1616890667028783,0.13,1.2961780851116538e-16,0.12999999999999987,9.97060065470503e-16,0.9999999999999989,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.33,0.269383878380064,0.060616121619936014,0.8163147829698909,0.18368521703010912,0.738764089938077,0.165555704236268,0.165555704236268,1.164575643405603,0.29523575966382,7
