Strain,Method,Glycolysis(Serine through glycolysis)_true,Glycolysis(Serine through glycolysis)_pred,Glycolysis(Serine through glycolysis)_abs_error,Glycolysis(Serine through glycolysis)_ratio,Glycolysis(Serine through glycolysis)_rel_error,ED pathway(PYR through ED) _true,ED pathway(PYR through ED) _pred,ED pathway(PYR through ED) _abs_error,ED pathway(PYR through ED) _ratio,ED pathway(PYR through ED) _rel_error,"PP pathway(PEP through PP pathway, upper bound)  _true","PP pathway(PEP through PP pathway, upper bound)  _pred","PP pathway(PEP through PP pathway, upper bound)  _abs_error","PP pathway(PEP through PP pathway, upper bound)  _ratio","PP pathway(PEP through PP pathway, upper bound)  _rel_error",Gluco-neogenesis(PEP from oxaloacetate)_true,Gluco-neogenesis(PEP from oxaloacetate)_pred,Gluco-neogenesis(PEP from oxaloacetate)_abs_error,Gluco-neogenesis(PEP from oxaloacetate)_ratio,Gluco-neogenesis(PEP from oxaloacetate)_rel_error,"Gluco-neogenesis(PYR from MAL, upper bound)_true","Gluco-neogenesis(PYR from MAL, upper bound)_pred","Gluco-neogenesis(PYR from MAL, upper bound)_abs_error","Gluco-neogenesis(PYR from MAL, upper bound)_ratio","Gluco-neogenesis(PYR from MAL, upper bound)_rel_error","Gluco-neogenesis(PYR from MAL, lower bound)_true","Gluco-neogenesis(PYR from MAL, lower bound)_pred","Gluco-neogenesis(PYR from MAL, lower bound)_abs_error","Gluco-neogenesis(PYR from MAL, lower bound)_ratio","Gluco-neogenesis(PYR from MAL, lower bound)_rel_error",TCA cycle(Oxaloacetate through TCA cycle)_true,TCA cycle(Oxaloacetate through TCA cycle)_pred,TCA cycle(Oxaloacetate through TCA cycle)_abs_error,TCA cycle(Oxaloacetate through TCA cycle)_ratio,TCA cycle(Oxaloacetate through TCA cycle)_rel_error,cumulative_ratio,cumulative_diff,mean_absolute_error,mean_relative_error,rmse,n_pathways
MarR,EkiLLm,0.83,0.20020951626773556,0.6297904837322644,0.24121628465992237,0.7587837153400777,0.04,0.0,0.04,0.0,1.0,0.2,0.44282225363472966,0.24282225363472965,2.214111268173648,1.2141112681736481,0.03,0.0,0.03,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.008312514622065241,0.28168748537793475,0.0286638435243629,0.9713361564756372,0.35485591376541903,0.18347146039213272,0.18347146039213272,0.9920330199984804,0.27775799838773135,7
Mlc,EkiLLm,0.78,0.2324222729078049,0.5475777270921951,0.2979772729587242,0.7020227270412758,0.05,2.611497463644477e-16,0.04999999999999974,5.222994927288954e-15,0.9999999999999948,0.19,0.16204050394916975,0.027959496050830257,0.8528447576272091,0.14715524237279082,0.03,0.0,0.03,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.31,0.20288892872076095,0.10711107127923905,0.6544804152282612,0.3455195847717389,0.2579003494020285,0.11609261348889488,0.11609261348889488,0.7420996505979714,0.21287014224554066,7
ModE,EkiLLm,0.8,0.0,0.8,0.0,1.0,0.05,0.32374950718705564,0.27374950718705565,6.474990143741112,5.474990143741112,0.18,0.2805668278286291,0.10056682782862908,1.5587045990479393,0.5587045990479393,0.04,0.0,0.04,0.0,1.0,0.02,0.08414587403818737,0.06414587403818736,4.207293701909368,3.207293701909368,0.01,0.08414587403818737,0.07414587403818737,8.414587403818736,7.414587403818737,0.32,0.33333333333333337,0.013333333333333364,1.0416666666666667,0.04166666666666676,3.099606073597689,0.1951344880607704,0.1951344880607704,2.6710346450262605,0.3243548676362834,7
NagC,EkiLLm,0.8,0.22578314180841416,0.5742168581915859,0.2822289272605177,0.7177710727394823,0.03,3.6684136517557264e-16,0.02999999999999963,1.2228045505852422e-14,0.9999999999999878,0.2,0.19501921732165958,0.0049807826783404285,0.9750960866082978,0.024903913391702143,0.04,0.0,0.04,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.26,0.20444312971144687,0.055556870288553134,0.786319729659411,0.21368027034058898,0.4087289487056477,0.10067921587978272,0.10067921587978272,0.5912710512943523,0.21887255726425553,7
NarP,EkiLLm,0.79,0.2446950132167349,0.5453049867832651,0.30974052305915806,0.6902594769408419,0.09,0.0,0.09,0.0,1.0,0.2,0.02595798419585756,0.17404201580414244,0.1297899209792878,0.8702100790207121,0.03,0.0,0.03,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.3,0.2929448102005739,0.007055189799426098,0.9764827006685797,0.023517299331420327,0.20228759210100364,0.12805745605526195,0.12805745605526195,0.7977124078989962,0.21986941825253986,7
NsrR,EkiLLm,0.79,0.16335811390909452,0.6266418860909055,0.2067824226697399,0.7932175773302601,0.03,0.17031023098918324,0.14031023098918324,5.677007699639441,4.677007699639441,0.21,0.011931659552141935,0.19806834044785807,0.05681742643877112,0.9431825735612289,0.02,0.0,0.02,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.3,0.33001175944037725,0.03001175944037726,1.100039198134591,0.10003919813459088,1.0058066781260775,0.15500460242404632,0.15500460242404632,1.3590638640950743,0.25517467057356197,7
NtrC,EkiLLm,0.78,0.2002288144198779,0.5797711855801222,0.25670360823061267,0.7432963917693874,0.05,0.0,0.05,0.0,1.0,0.22,0.44718454443177136,0.22718454443177136,2.0326570201444154,1.0326570201444152,0.03,0.0,0.03,0.0,1.0,0.06,0.0,0.06,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.34,0.23975703303699178,0.10024296696300825,0.7051677442264463,0.29483225577355365,0.42778976751449627,0.15245695671070028,0.15245695671070028,0.8672550953839081,0.24059334312225408,7
OgrK,EkiLLm,0.74,0.1846859331618652,0.5553140668381348,0.24957558535387192,0.7504244146461281,0.11,0.22799854239998218,0.11799854239998218,2.07271402181802,1.0727140218180198,0.2,0.024774468008958574,0.17522553199104143,0.12387234004479286,0.8761276599552071,0.02,0.0,0.02,0.0,1.0,0.06,0.0,0.06,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.29,0.25901366267410186,0.030986337325898117,0.8931505609451789,0.1068494390548211,0.47704464402312335,0.14136063979357952,0.14136063979357952,0.8294450764963109,0.22641980888834626,7
OmpR,EkiLLm,0.8,0.24977082860699734,0.5502291713930028,0.31221353575874666,0.6877864642412534,0.06,0.0,0.06,0.0,1.0,0.2,0.00827167977374227,0.19172832022625774,0.04135839886871135,0.9586416011312887,0.02,0.0,0.02,0.0,1.0,0.05,0.19707328041575833,0.14707328041575835,3.9414656083151667,2.9414656083151667,0.02,0.19707328041575833,0.17707328041575834,9.853664020787917,8.853664020787917,0.33,0.0,0.33,0.0,1.0,2.0212430805329347,0.2108720074929682,0.2108720074929682,2.348793956353661,0.26869988204528833,7
OxyR,EkiLLm,0.74,0.23731168185752963,0.5026883181424704,0.32069146196963466,0.6793085380303654,0.05,0.0,0.05,0.0,1.0,0.24,0.11639663975293395,0.12360336024706604,0.4849859989705581,0.5150140010294418,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.3,0.22603188103215718,0.0739681189678428,0.753439603440524,0.24656039655947604,0.22273100919724526,0.11575139962248278,0.11575139962248278,0.7772689908027548,0.1991928779868943,7
PdhR,EkiLLm,0.74,0.12104936151144743,0.6189506384885526,0.16358021825871275,0.8364197817412873,0.09,0.25977065313883274,0.16977065313883274,2.886340590431475,1.886340590431475,0.23,0.021185526583750874,0.20881447341624915,0.09211098514674293,0.9078890148532571,0.01,0.0,0.01,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.43,0.30528591373126374,0.12471408626873626,0.709967241235497,0.2900327587645029,0.5502855764389183,0.16746426447319582,0.16746426447319582,0.9886688779700746,0.25971936920302596,7
PerR,EkiLLm,0.76,0.22359685523392595,0.5364031447660741,0.294206388465692,0.705793611534308,0.08,0.0,0.08,0.0,1.0,0.21,0.23657682420960335,0.02657682420960336,1.126556305760016,0.126556305760016,0.03,0.0,0.03,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.31,0.25937459663499374,0.05062540336500626,0.8366922472096572,0.16330775279034276,0.32249356306219507,0.10908648176295481,0.10908648176295481,0.7136653814406666,0.20677717225688402,7
Pgi,EkiLLm,0.03,0.0,0.03,0.0,1.0,0.11,0.0,0.11,0.0,1.0,0.82,0.6612594446233858,0.15874055537661413,0.8064139568577876,0.19358604314221237,0.12,0.0,0.12,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.33,0.25524328694797904,0.07475671305202097,0.7734645059029668,0.22653549409703325,0.3159756925521509,0.0704996097755193,0.0704996097755193,0.6840243074478491,0.09117262282350373,7
PhoB,EkiLLm,0.76,0.23134871683784033,0.5286512831621597,0.30440620636557936,0.6955937936344206,0.07,0.0,0.07,0.0,1.0,0.21,0.1713696670789994,0.0386303329210006,0.816046033709521,0.18395396629047905,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.1890145653363212,0.10098543466367879,0.6517743632286938,0.3482256367713062,0.2531752290433992,0.1126095786781199,0.1126095786781199,0.7468247709566008,0.2060383250842971,7
PrpR,EkiLLm,0.78,0.24886106537593047,0.5311389346240696,0.3190526479178596,0.6809473520821404,0.05,0.0,0.05,0.0,1.0,0.2,0.007801120168683318,0.1921988798313167,0.03900560084341659,0.9609943991565835,0.02,0.0,0.02,0.0,1.0,0.08,0.1270016786829074,0.0470016786829074,1.5875209835363424,0.5875209835363425,0.03,0.1270016786829074,0.0970016786829074,4.233389289430247,3.233389289430247,0.3,0.20874355213778029,0.0912564478622197,0.6958118404592677,0.30418815954073236,0.9821114803124475,0.14694251709763154,0.14694251709763154,1.1095771691065779,0.22100265028299287,7
PspC,EkiLLm,0.76,0.1459067231066422,0.6140932768933578,0.1919825304034766,0.8080174695965234,0.09,0.23927562679767148,0.14927562679767148,2.658618075529683,1.658618075529683,0.18,0.020733615022361884,0.15926638497763812,0.11518675012423268,0.8848132498757674,0.03,0.0,0.03,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.3,0.3018620729514784,0.0018620729514783885,1.0062069098382613,0.0062069098382612955,0.5674277522708077,0.14492819451716368,0.14492819451716368,0.9082365292628908,0.24734678206373154,7
PurR,EkiLLm,0.78,0.0908862116212786,0.6891137883787214,0.11652078412984436,0.8834792158701557,0.06,0.29044580124841135,0.23044580124841135,4.840763354140189,3.8407633541401895,0.21,0.029211136139297204,0.18078886386070278,0.13910064828236765,0.8608993517176323,0.05,0.0,0.05,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.25,0.3036922458844877,0.05369224588448768,1.2147689835379507,0.2147689835379507,0.9015933957271931,0.17629152848176047,0.17629152848176047,1.257130129323704,0.2844921669046844,7
QseB,EkiLLm,0.76,0.23570720694361544,0.5242927930563845,0.31014106176791506,0.6898589382320849,0.06,0.0,0.06,0.0,1.0,0.19,0.13012829528326736,0.05987170471673264,0.6848857646487756,0.31511423535122446,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.0,0.0,0.0,,,0.25,0.23132535019120792,0.018674649808792076,0.9253014007648317,0.0746985992351683,0.3200547045302537,0.10040559251170134,0.10040559251170134,0.6799452954697461,0.20121640675154892,7
RcsA,EkiLLm,0.75,0.18332938552463954,0.5666706144753605,0.2444391806995194,0.7555608193004807,0.08,0.23188808333609273,0.15188808333609272,2.898601041701159,1.898601041701159,0.21,0.025100493611663152,0.18489950638833685,0.11952616005553883,0.8804738399444613,0.0,0.0,0.0,,,0.06,0.0,0.06,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.35,0.2584399798136515,0.09156002018634846,0.7383999423247187,0.26160005767528133,0.6668277207968226,0.15357403205516265,0.15357403205516265,0.9660392931035636,0.23626759645083117,7
RcsB,EkiLLm,0.77,0.19832602579535538,0.5716739742046446,0.2575662672666953,0.7424337327333047,0.06,0.11603771688951234,0.05603771688951234,1.933961948158539,0.9339619481585391,0.21,0.1452835240434782,0.0647164759565218,0.6918263049689438,0.3081736950310562,0.03,0.0,0.03,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.31,0.2887076921400467,0.021292307859953286,0.9313151359356345,0.06868486406436544,0.5449528080471161,0.11338863927294743,0.11338863927294743,0.7218934628553236,0.21947760807730832,7
RpoD,EkiLLm,0.77,0.2342073372181918,0.5357926627818081,0.30416537301063873,0.6958346269893613,0.04,2.1870919639438556e-16,0.03999999999999978,5.467729909859639e-15,0.9999999999999944,0.22,0.14485762751300654,0.07514237248699346,0.658443761422757,0.341556238577243,0.03,0.0,0.03,0.0,1.0,0.02,0.023343906081370887,0.0033439060813708864,1.1671953040685443,0.16719530406854433,0.01,0.023343906081370887,0.013343906081370887,2.3343906081370887,1.3343906081370887,0.29,0.0,0.29,0.0,1.0,0.637742149519862,0.1410889782045062,0.1410889782045062,0.7912823968246047,0.2328424958670511,7
RpoS,EkiLLm,0.77,0.19578962087173488,0.5742103791282651,0.254272234898357,0.745727765101643,0.08,0.12402409458350536,0.044024094583505355,1.5503011822938169,0.550301182293817,0.19,0.14237166964021167,0.047628330359788335,0.7493245770537457,0.2506754229462544,0.02,0.0,0.02,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.3,0.2888882278669222,0.01111177213307779,0.9629607595564074,0.037039240443592636,0.5024083934003324,0.10528208231494808,0.10528208231494808,0.6548205158264724,0.2189088557026554,7
Rsd,EkiLLm,0.74,0.22682439799825221,0.5131756020017477,0.3065194567543949,0.693480543245605,0.09,1.9825431600111178e-16,0.0899999999999998,2.2028257333456864e-15,0.9999999999999979,0.2,0.21019067781270268,0.010190677812702664,1.0509533890635132,0.05095338906351332,0.03,0.0,0.03,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.33,0.1844540119819384,0.14554598801806162,0.5589515514604193,0.44104844853958064,0.2737749138969042,0.11984460969035884,0.11984460969035884,0.7407831972640996,0.20540436879214347,7
RutR,EkiLLm,0.8,0.24884139849492415,0.5511586015050759,0.31105174811865516,0.6889482518813448,0.03,0.0,0.03,0.0,1.0,0.18,0.007931621376907269,0.1720683786230927,0.04406456320504039,0.9559354367949595,0.02,0.0,0.02,0.0,1.0,0.04,0.059923119323028594,0.019923119323028593,1.4980779830757147,0.4980779830757148,0.01,0.059923119323028594,0.04992311932302859,5.992311932302859,4.992311932302859,0.33,0.19418798720310565,0.13581201279689437,0.5884484460700171,0.4115515539299829,1.204850667538898,0.13984074736730287,0.13984074736730287,1.3638321654264085,0.22552082016062788,7
SdhC,EkiLLm,0.77,0.22239038480562195,0.5476096151943781,0.2888186815657428,0.7111813184342572,0.05,0.0,0.05,0.0,1.0,0.24,0.13933176162246802,0.10066823837753197,0.5805490067602834,0.4194509932397166,0.03,0.0,0.03,0.0,1.0,0.03,0.022937039697906433,0.0070629603020935655,0.7645679899302145,0.23543201006978554,0.0,0.022937039697906433,0.022937039697906433,,,0.03,0.0,0.03,0.0,1.0,0.2723226130427068,0.11261112193884429,0.11261112193884429,0.7276773869572932,0.21209377241133653,7
SdiA,EkiLLm,0.76,0.21302800106183603,0.546971998938164,0.28030000139715266,0.7196999986028473,0.05,7.29206086974237e-17,0.049999999999999926,1.458412173948474e-15,0.9999999999999984,0.22,0.2590413806571361,0.03904138065713611,1.1774608211688005,0.1774608211688005,0.04,0.0,0.04,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.20444312971145398,0.085556870288546,0.7049763093498413,0.29502369065015865,0.3089624474165423,0.11308146426912087,0.11308146426912087,0.7417406443459721,0.211329997559537,7
SoxR,EkiLLm,0.78,0.23088795180837635,0.5491120481916236,0.2960101946261235,0.7039898053738765,0.07,1.5360831418418079e-16,0.06999999999999985,2.1944044883454395e-15,0.9999999999999978,0.21,0.16861537463017512,0.04138462536982487,0.8029303553817864,0.1970696446182137,0.03,0.0,0.03,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.27,0.24677488419518714,0.023225115804812874,0.9139810525747671,0.08601894742523286,0.28756022894038274,0.1062459699094659,0.1062459699094659,0.7124397710596172,0.2104675525349446,7
SoxS,EkiLLm,0.74,0.22343060542802423,0.5165693945719758,0.30193325057841114,0.698066749421589,0.08,0.1153538162103365,0.035353816210336494,1.441922702629206,0.4419227026292062,0.23,0.0096327825807107,0.2203672174192893,0.04188166339439434,0.9581183366056056,0.02,0.0,0.02,0.0,1.0,0.04,0.2401675346361879,0.2001675346361879,6.004188365904697,5.004188365904697,0.01,0.2401675346361879,0.2301675346361879,24.016753463618787,23.016753463618787,0.26,0.0,0.26,0.0,1.0,4.543811349446499,0.2118036424962825,0.2118036424962825,4.588435659739984,0.26123325049930884,7
SspA,EkiLLm,0.78,0.2333121792874594,0.5466878207125406,0.2991181785736659,0.7008818214263342,0.06,0.0,0.06,0.0,1.0,0.18,0.1498225784887955,0.030177421511204505,0.832347658271086,0.1676523417289139,0.02,0.0,0.02,0.0,1.0,0.05,0.0,0.05,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.3,0.054591539208498935,0.24540846079150105,0.18197179736166313,0.8180282026383369,0.18763394774377357,0.13889624328789232,0.13889624328789232,0.8123660522562265,0.22894277597954646,7
TdcA,EkiLLm,0.76,0.18601254604140824,0.5739874539585917,0.2447533500544845,0.7552466499455155,0.08,0.22465047828399806,0.14465047828399807,2.8081309785499755,1.808130978549976,0.19,0.02463127426737721,0.1653687257326228,0.12963828561777477,0.8703617143822252,0.02,0.0,0.02,0.0,1.0,0.04,0.0,0.04,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.31,0.26033320841198215,0.049666791588017845,0.8397845432644586,0.16021545673554144,0.5746153082123848,0.1448104927947472,0.1448104927947472,0.9419935428018941,0.23378835477742163,7
TdcR,EkiLLm,0.75,0.22844382298240534,0.5215561770175947,0.3045917639765405,0.6954082360234596,0.08,0.0,0.08,0.0,1.0,0.22,0.19279059930549053,0.027209400694509472,0.8763209059340479,0.12367909406595215,0.04,0.0,0.04,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.0,0.29,0.0,1.0,0.1687018099872269,0.14125222538744348,0.14125222538744348,0.831298190012773,0.22846106178745615,7
TorR,EkiLLm,0.77,0.21000383826115798,0.559996161738842,0.27273225748202334,0.7272677425179767,0.09,0.0,0.09,0.0,1.0,0.17,0.3533057490330019,0.18330574903300187,2.0782691119588343,1.0782691119588343,0.03,0.0,0.03,0.0,1.0,0.04,0.056828785299964775,0.016828785299964774,1.4207196324991194,0.42071963249911937,0.01,0.056828785299964775,0.04682878529996477,5.6828785299964775,4.6828785299964775,0.33,0.0,0.33,0.0,1.0,1.350657075990922,0.17956564019596763,0.17956564019596763,1.415590716710344,0.2584494540076945,7
UspA,EkiLLm,0.76,0.24885229672971157,0.5111477032702885,0.3274372325390942,0.6725627674609058,0.08,1.5956187484301844e-17,0.07999999999999999,1.9945234355377306e-16,0.9999999999999998,0.19,0.016772514360649665,0.17322748563935034,0.08827639137184035,0.9117236086281597,0.01,0.0,0.01,0.0,1.0,0.07,0.0,0.07,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.29,0.25184561499575137,0.038154385004248614,0.8684331551577634,0.1315668448422366,0.1834495398669569,0.12893279627341248,0.12893279627341248,0.8165504601330431,0.20857869136285048,7
UvrY,EkiLLm,0.77,0.22830369653258237,0.5416963034674176,0.2964983071851719,0.703501692814828,0.03,0.0,0.03,0.0,1.0,0.22,0.09334142599594554,0.12665857400405445,0.42427920907247973,0.5757207909275203,0.05,0.0,0.05,0.0,1.0,0.05,0.026078655649824256,0.023921344350175747,0.5215731129964851,0.47842688700351493,0.01,0.026078655649824256,0.016078655649824254,2.6078655649824256,1.6078655649824254,0.26,0.27915004225762513,0.01915004225762512,1.0736540086831736,0.07365400868317354,0.7034100289885338,0.11535784567558534,0.11535784567558534,0.7770241349159231,0.21182025991071476,7
UxuR,EkiLLm,0.75,0.228692127404574,0.521307872595426,0.30492283653943203,0.695077163460568,0.09,0.0,0.09,0.0,1.0,0.19,0.19240182653003654,0.0024018265300365382,1.0126411922633503,0.012641192263350202,0.03,0.0,0.03,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.32,0.19255642154341207,0.12744357845658794,0.6017388173231627,0.3982611826768373,0.274186120875135,0.11445046822600721,0.11445046822600721,0.7294256483429651,0.20615858406661805,7
YbhD,EkiLLm,0.78,0.2325183609480602,0.5474816390519398,0.2981004627539233,0.7018995372460767,0.06,0.0,0.06,0.0,1.0,0.19,0.15631697101213005,0.033683028987869956,0.8227209000638424,0.17727909993615767,0.03,0.0,0.03,0.0,1.0,0.02,0.0,0.02,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.1711493419855499,0.11885065801445008,0.5901701447777583,0.4098298552222417,0.244427358227932,0.11714504657917998,0.11714504657917998,0.7555726417720681,0.2138077141636729,7
YdeO,EkiLLm,0.81,0.2356556999918504,0.5743443000081496,0.2909329629529017,0.7090670370470983,0.02,0.0,0.02,0.0,1.0,0.22,0.12987543061457765,0.09012456938542235,0.5903428664298984,0.4096571335701016,0.03,0.0,0.03,0.0,1.0,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.29,0.2226690908315572,0.06733090916844278,0.7678244511433008,0.23217554885669928,0.23558575436087154,0.11739996836600211,0.11739996836600211,0.7644142456391284,0.22194827720768262,7
YdjF,EkiLLm,0.76,0.2249846573849512,0.5350153426150488,0.29603244392756733,0.7039675560724327,0.08,0.0,0.08,0.0,1.0,0.21,0.22529005978128108,0.01529005978128109,1.072809808482291,0.0728098084822909,0.03,0.0,0.03,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.0,0.0,0.0,,,0.28,0.278232826578619,0.001767173421381052,0.9936886663522105,0.00631133364778947,0.3937551531270114,0.09601036797395869,0.09601036797395869,0.6305147830337522,0.20489660307562602,7
YfhA,EkiLLm,0.77,0.24767926261701867,0.5223207373829813,0.32166138002210215,0.6783386199778978,0.06,7.816565508895294e-18,0.05999999999999999,1.3027609181492157e-16,0.9999999999999999,0.19,0.027242923404938602,0.1627570765950614,0.1433838073944137,0.8566161926055863,0.03,0.0,0.03,0.0,1.0,0.05,0.08346979773131791,0.033469797731317905,1.6693959546263581,0.669395954626358,0.01,0.08346979773131791,0.07346979773131791,8.34697977313179,7.346979773131791,0.28,0.008126560903833856,0.2718734390961662,0.029023431799406627,0.9709765682005934,1.5014920495677246,0.16484154979097781,0.16484154979097781,1.7889010155060323,0.23428981567613613,7
Zwf,EkiLLm,0.93,0.17981064531163732,0.7501893546883627,0.19334477990498636,0.8066552200950136,0.05,0.20808445331177744,0.15808445331177745,4.161689066235549,3.161689066235549,0.13,1.2968300262880244e-16,0.12999999999999987,9.975615586830956e-16,0.9999999999999989,0.04,0.0,0.04,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.01,0.0,0.01,0.0,1.0,0.33,0.26938387838006317,0.06061612161993685,0.8163147829698884,0.18368521703011165,0.7387640898729178,0.16555570423143953,0.16555570423143953,1.164575643337239,0.29523575965824533,7
