organisms.gene	proteome
511145.b3149	39.3
511145.b2291	38.9
511145.b0397	38.8
511145.b0383	38.6
511145.b3966	38.5
511145.b4352	38.4
511145.b2012	38.3
511145.b4238	38.3
511145.b2497	38.2
511145.b1519	38.1
511145.b3741	38.0
511145.b3397	37.8
511145.b2422	37.7
511145.b2342	37.6
511145.b4088	37.4
511145.b4349	37.1
511145.b2346	36.8
511145.b3512	36.7
511145.b0999	36.7
511145.b1915	36.6
511145.b1683	36.5
511145.b1271	36.2
511145.b0970	35.7
511145.b0143	35.6
511145.b4302	35.4
511145.b1177	35.3
511145.b0973	35.3
511145.b3590	35.2
511145.b2086	35.0
511145.b4052	35.0
511145.b1321	35.0
511145.b1192	34.9
511145.b0585	34.8
511145.b0025	34.6
511145.b2182	34.5
511145.b2351	34.5
511145.b3355	34.5
511145.b4211	34.3
511145.b1185	34.2
511145.b3981	34.1
511145.b3965	34.0
511145.b3462	33.9
511145.b2413	33.9
511145.b3933	33.8
511145.b1086	33.8
511145.b3177	33.4
511145.b2745	33.3
511145.b3884	33.2
511145.b1382	33.1
511145.b1874	33.0
511145.b2664	32.7
511145.b1650	32.6
511145.b1580	32.6
511145.b0750	32.5
511145.b4256	32.5
511145.b1255	32.4
511145.b2502	32.4
511145.b2052	32.3
511145.b2582	32.3
511145.b1927	32.2
511145.b0905	32.2
511145.b1757	32.1
511145.b2829	32.1
511145.b0949	32.0
511145.b3469	31.9
511145.b0886	31.9
511145.b0122	31.9
511145.b1282	31.8
511145.b0588	31.7
511145.b1119	31.7
511145.b2838	31.4
511145.b1424	31.3
511145.b1190	31.2
511145.b0312	31.2
511145.b0429	31.1
511145.b4239	31.0
511145.b2302	30.7
511145.b1330	30.6
511145.b1040	30.6
511145.b2580	30.5
511145.b0822	30.3
511145.b1921	30.3
511145.b3702	30.2
511145.b4167	30.2
511145.b4178	30.2
511145.b1944	30.1
511145.b0630	30.1
511145.b1726	29.9
511145.b3132	29.9
511145.b1211	29.7
511145.b3974	29.7
511145.b2011	29.5
511145.b1777	29.3
511145.b2366	29.1
511145.b1378	29.0
511145.b2314	28.9
511145.b2750	28.8
511145.b1890	28.8
511145.b1668	28.6
511145.b0736	28.6
511145.b4394	28.5
511145.b4070	28.5
511145.b1806	28.2
511145.b2472	28.1
511145.b4023	28.0
511145.b2147	27.8
511145.b0460	27.8
511145.b3630	27.7
511145.b1322	27.5
511145.b0226	27.4
511145.b3053	27.3
511145.b2906	27.2
511145.b1555	27.2
511145.b0113	27.1
511145.b4262	27.1
511145.b3412	27.0
511145.b1640	27.0
511145.b1112	26.8
511145.b0890	26.8
511145.b2677	26.6
511145.b0627	26.6
511145.b1807	26.5
511145.b2993	26.5
511145.b3410	26.5
511145.b3032	26.5
511145.b1851	26.4
511145.b2146	26.4
511145.b3094	26.3
511145.b0982	26.3
511145.b1107	26.3
511145.b2099	26.2
511145.b1490	26.2
511145.b1015	25.8
511145.b0636	25.8
511145.b4280	25.8
511145.b0467	25.8
511145.b0948	25.8
511145.b1188	25.8
511145.b0101	25.7
511145.b2053	25.6
511145.b3499	25.6
511145.b3237	25.6
511145.b2428	25.6
511145.b4388	25.6
511145.b3704	25.2
511145.b4386	25.1
511145.b3223	25.0
511145.b3574	25.0
511145.b2765	25.0
511145.b3791	25.0
511145.b3950	24.9
511145.b1570	24.7
511145.b2331	24.6
511145.b1205	24.5
511145.b3524	24.5
511145.b3789	24.5
511145.b0198	24.3
511145.b2927	24.2
511145.b3081	24.2
511145.b3892	24.2
511145.b0969	24.2
511145.b2468	23.9
511145.b2607	23.9
511145.b3459	23.9
511145.b1342	23.8
511145.b2432	23.7
511145.b0774	23.6
511145.b2806	23.5
511145.b2216	23.4
511145.b3650	23.3
511145.b1066	23.3
511145.b3834	23.3
511145.b3805	23.2
511145.b3062	23.2
511145.b2017	23.1
511145.b0223	23.0
511145.b3821	23.0
511145.b4190	22.9
511145.b2980	22.9
511145.b2708	22.8
511145.b1306	22.8
511145.b3425	22.8
511145.b1326	22.7
511145.b4291	22.7
511145.b3655	22.6
511145.b3740	22.6
511145.b3869	22.6
511145.b4261	22.5
511145.b0855	22.5
511145.b0765	22.4
511145.b2282	22.4
511145.b2048	22.3
511145.b0167	22.3
511145.b1171	22.2
511145.b3002	22.2
511145.b3642	22.1
511145.b0343	22.0
511145.b1100	22.0
511145.b3749	22.0
511145.b1663	21.9
511145.b2340	21.9
511145.b3352	21.9
511145.b0760	21.8
511145.b4240	21.8
511145.b0951	21.7
511145.b3290	21.7
511145.b2159	21.6
511145.b3129	21.6
511145.b0049	21.5
511145.b3917	21.5
511145.b0261	21.5
511145.b0342	21.4
511145.b3163	21.4
511145.b3365	21.4
511145.b3794	21.3
511145.b3345	21.3
511145.b3061	21.2
511145.b1860	21.1
511145.b4377	21.0
511145.b3641	20.8
511145.b2267	20.7
511145.b4265	20.7
511145.b4316	20.7
511145.b1250	20.6
511145.b1379	20.6
511145.b1335	20.6
511145.b1563	20.5
511145.b3772	20.5
511145.b2743	20.4
511145.b1971	20.4
511145.b4367	20.3
511145.b3064	20.3
511145.b2479	20.3
511145.b3018	20.3
511145.b0604	20.3
511145.b2996	20.3
511145.b1875	20.2
511145.b2646	20.1
511145.b3058	20.1
511145.b0151	20.1
511145.b1076	20.1
511145.b2563	19.9
511145.b0477	19.8
511145.b0795	19.8
511145.b1090	19.8
511145.b0478	19.6
511145.b3160	19.5
511145.b4042	19.5
511145.b2673	19.4
511145.b1511	19.4
511145.b3049	19.4
511145.b0052	19.4
511145.b2467	19.3
511145.b2830	19.1
511145.b2793	19.0
511145.b0399	18.9
511145.b3378	18.9
511145.b3105	18.9
511145.b1552	18.8
511145.b1929	18.8
511145.b2997	18.7
511145.b2276	18.6
511145.b3825	18.6
511145.b1518	18.6
511145.b0599	18.5
511145.b4536	18.4
511145.b4053	18.4
511145.b2615	18.3
511145.b2441	18.2
511145.b2520	18.1
511145.b3465	18.1
511145.b1657	18.0
511145.b1617	18.0
511145.b0430	17.7
511145.b2690	17.7
511145.b3467	17.7
511145.b1341	17.7
511145.b3226	17.6
511145.b3232	17.6
511145.b2744	17.6
511145.b0894	17.6
511145.b1068	17.4
511145.b3998	17.4
511145.b4403	17.4
511145.b4195	17.2
511145.b1871	17.2
511145.b1634	17.2
511145.b3955	17.1
511145.b1970	17.1
511145.b3996	17.0
511145.b3206	16.9
511145.b4350	16.9
511145.b4378	16.9
511145.b1280	16.9
511145.b2844	16.8
511145.b2946	16.8
511145.b1735	16.7
511145.b1344	16.7
511145.b1182	16.7
511145.b2733	16.7
511145.b3056	16.7
511145.b3017	16.6
511145.b0952	16.6
511145.b2821	16.5
511145.b4220	16.5
511145.b2278	16.4
511145.b1705	16.4
511145.b3199	16.4
511145.b1208	16.4
511145.b3437	16.4
511145.b1858	16.3
511145.b3091	16.3
511145.b4242	16.3
511145.b1249	16.2
511145.b0208	16.1
511145.b1679	16.1
511145.b1238	16.0
511145.b2487	16.0
511145.b0807	16.0
511145.b3591	15.9
511145.b2881	15.9
511145.b3806	15.9
511145.b2434	15.9
511145.b1770	15.8
511145.b0219	15.8
511145.b3100	15.8
511145.b1448	15.8
511145.b1540	15.8
511145.b1993	15.8
511145.b0983	15.8
511145.b3779	15.7
511145.b4259	15.7
511145.b0246	15.7
511145.b1037	15.6
511145.b1234	15.6
511145.b2777	15.5
511145.b3406	15.5
511145.b2685	15.4
511145.b2440	15.4
511145.b3857	15.3
511145.b4123	15.2
511145.b0209	15.2
511145.b1855	15.2
511145.b0925	15.1
511145.b3431	15.1
511145.b2311	15.1
511145.b2952	15.0
511145.b1253	14.9
511145.b2797	14.8
511145.b1413	14.8
511145.b4187	14.7
511145.b2289	14.7
511145.b0470	14.7
511145.b4071	14.7
511145.b4097	14.6
511145.b0346	14.6
511145.b0183	14.6
511145.b2813	14.6
511145.b3651	14.6
511145.b3416	14.6
511145.b2562	14.5
511145.b0042	14.5
511145.b2798	14.5
511145.b0981	14.5
511145.b1766	14.5
511145.b0876	14.3
511145.b3133	14.3
511145.b3166	14.3
511145.b2124	14.3
511145.b1853	14.3
511145.b2965	14.2
511145.b0081	14.1
511145.b2071	14.1
511145.b0069	14.1
511145.b1191	14.0
511145.b3689	14.0
511145.b1494	14.0
511145.b1549	14.0
511145.b3920	14.0
511145.b3368	14.0
511145.b0821	14.0
511145.b3248	13.9
511145.b0920	13.8
511145.b0324	13.8
511145.b2630	13.7
511145.b1248	13.7
511145.b4072	13.7
511145.b3952	13.7
511145.b0269	13.7
511145.b2457	13.6
511145.b0465	13.6
511145.b0892	13.5
511145.b2033	13.5
511145.b3973	13.5
511145.b0291	13.4
511145.b0994	13.4
511145.b1820	13.4
511145.b1889	13.3
511145.b2964	13.3
511145.b2949	13.2
511145.b2064	13.2
511145.b1913	13.1
511145.b1938	13.1
511145.b1134	13.1
511145.b2812	13.1
511145.b1055	13.1
511145.b3030	13.1
511145.b1591	13.1
511145.b3746	13.1
511145.b0400	13.0
511145.b1047	13.0
511145.b0797	13.0
511145.b3787	12.9
511145.b3292	12.9
511145.b4196	12.9
511145.b2522	12.8
511145.b1116	12.7
511145.b2770	12.7
511145.b3194	12.7
511145.b3788	12.6
511145.b1513	12.6
511145.b0919	12.6
511145.b2840	12.6
511145.b1958	12.5
511145.b2805	12.5
511145.b1622	12.4
511145.b2735	12.4
511145.b2701	12.4
511145.b0041	12.4
511145.b4022	12.4
511145.b0405	12.2
511145.b1206	12.2
511145.b1883	12.2
511145.b1800	12.2
511145.b1629	12.2
511145.b1106	12.2
511145.b1825	12.1
511145.b0352	12.1
511145.b1652	12.1
511145.b2879	12.1
511145.b0488	12.0
511145.b2212	12.0
511145.b3925	12.0
511145.b0046	11.9
511145.b0472	11.8
511145.b1013	11.8
511145.b1589	11.8
511145.b3633	11.8
511145.b0087	11.8
511145.b3597	11.7
511145.b2085	11.7
511145.b3804	11.7
511145.b4551	11.7
511145.b2875	11.7
511145.b4471	11.6
511145.b0841	11.6
511145.b2828	11.6
511145.b3842	11.6
511145.b1457	11.6
511145.b1475	11.6
511145.b0844	11.5
511145.b3152	11.5
511145.b2455	11.5
511145.b2028	11.5
511145.b3115	11.5
511145.b1957	11.4
511145.b0537	11.4
511145.b0802	11.4
511145.b2572	11.4
511145.b4389	11.4
511145.b2157	11.4
511145.b2878	11.4
511145.b4189	11.4
511145.b2341	11.4
511145.b1019	11.4
511145.b4087	11.3
511145.b3145	11.3
511145.b2254	11.3
511145.b0878	11.3
511145.b1104	11.3
511145.b3343	11.3
511145.b1639	11.3
511145.b0062	11.2
511145.b2720	11.2
511145.b3810	11.2
511145.b2998	11.1
511145.b4209	11.1
511145.b0559	11.1
511145.b2377	11.0
511145.b4479	11.0
511145.b0766	10.9
511145.b3967	10.9
511145.b0600	10.8
511145.b1706	10.8
511145.b3828	10.8
511145.b0304	10.8
511145.b3344	10.7
511145.b0877	10.7
511145.b1822	10.7
511145.b3514	10.7
511145.b3835	10.7
511145.b2747	10.7
511145.b0192	10.6
511145.b0685	10.6
511145.b1566	10.5
511145.b1746	10.5
511145.b0111	10.5
511145.b1299	10.5
511145.b3623	10.5
511145.b1266	10.4
511145.b4171	10.4
511145.b0495	10.3
511145.b1077	10.3
511145.b0621	10.2
511145.b2222	10.2
511145.b0176	10.2
511145.b2324	10.2
511145.b3235	10.1
511145.b4467	10.1
511145.b2865	10.1
511145.b4170	10.1
511145.b4183	10.1
511145.b3515	10.1
511145.b3669	10.0
511145.b1525	9.94
511145.b1435	9.94
511145.b0551	9.89
511145.b0978	9.86
511145.b0881	9.85
511145.b0490	9.85
511145.b2265	9.77
511145.b2667	9.76
511145.b3896	9.76
511145.b2808	9.69
511145.b0713	9.68
511145.b2659	9.68
511145.b3688	9.63
511145.b3714	9.51
511145.b2381	9.48
511145.b2618	9.43
511145.b3867	9.41
511145.b2810	9.39
511145.b4596	9.39
511145.b4483	9.38
511145.b0050	9.35
511145.b0828	9.35
511145.b1664	9.34
511145.b1932	9.34
511145.b4016	9.3
511145.b4310	9.26
511145.b3568	9.23
511145.b1841	9.2
511145.b4351	9.18
511145.b3073	9.15
511145.b3546	9.12
511145.b4039	9.06
511145.b4198	9.02
511145.b1507	9.01
511145.b3486	8.98
511145.b4073	8.95
511145.b3387	8.9
511145.b1598	8.89
511145.b4131	8.83
511145.b4191	8.8
511145.b2438	8.79
511145.b2955	8.79
511145.b2436	8.78
511145.b3093	8.77
511145.b1078	8.77
511145.b4361	8.76
511145.b1294	8.74
511145.b0577	8.72
511145.b2069	8.71
511145.b1918	8.7
511145.b2206	8.64
511145.b2509	8.64
511145.b2194	8.62
511145.b1512	8.6
511145.b2470	8.6
511145.b2902	8.59
511145.b0475	8.58
511145.b2871	8.57
511145.b4362	8.57
511145.b3522	8.56
511145.b3293	8.46
511145.b4372	8.45
511145.b3618	8.44
511145.b2261	8.43
511145.b1046	8.42
511145.b1233	8.41
511145.b0418	8.4
511145.b3652	8.37
511145.b0188	8.29
511145.b3250	8.25
511145.b3329	8.24
511145.b2792	8.24
511145.b1287	8.2
511145.b0468	8.2
511145.b3551	8.14
511145.b3613	8.14
511145.b2574	8.14
511145.b1691	8.1
511145.b2173	8.09
511145.b1129	8.07
511145.b2063	8.06
511145.b0775	8.02
511145.b1531	8.01
511145.b3525	8.0
511145.b4218	8.0
511145.b0895	7.95
511145.b1590	7.95
511145.b3020	7.94
511145.b3795	7.93
511145.b4484	7.92
511145.b2245	7.9
511145.b0695	7.9
511145.b3745	7.88
511145.b4150	7.86
511145.b1072	7.86
511145.b2748	7.85
511145.b0308	7.84
511145.b1193	7.84
511145.b4094	7.82
511145.b2496	7.78
511145.b1631	7.74
511145.b1210	7.72
511145.b1110	7.7
511145.b0476	7.68
511145.b3239	7.65
511145.b0186	7.65
511145.b3911	7.65
511145.b4398	7.64
511145.b2560	7.63
511145.b3778	7.62
511145.b1467	7.62
511145.b0103	7.57
511145.b3664	7.57
511145.b4155	7.57
511145.b2210	7.56
511145.b0980	7.51
511145.b4333	7.49
511145.b1845	7.49
511145.b0654	7.49
511145.b0459	7.44
511145.b2313	7.43
511145.b3900	7.42
511145.b2781	7.42
511145.b2554	7.36
511145.b2492	7.36
511145.b2907	7.36
511145.b0084	7.35
511145.b0817	7.33
511145.b2165	7.31
511145.b2394	7.31
511145.b0019	7.28
511145.b2892	7.28
511145.b4126	7.27
511145.b3625	7.27
511145.b1842	7.21
511145.b4140	7.2
511145.b3946	7.19
511145.b1096	7.19
511145.b0587	7.18
511145.b1816	7.18
511145.b3476	7.17
511145.b2728	7.16
511145.b1520	7.12
511145.b1118	7.09
511145.b1610	7.06
511145.b1813	7.06
511145.b0355	7.03
511145.b2218	7.01
511145.b0110	7.0
511145.b3653	6.98
511145.b4336	6.96
511145.b0425	6.95
511145.b3558	6.95
511145.b0657	6.93
511145.b3529	6.89
511145.b2352	6.87
511145.b1534	6.86
511145.b4105	6.84
511145.b4461	6.83
511145.b3874	6.83
511145.b1061	6.83
511145.b1097	6.81
511145.b0798	6.78
511145.b0093	6.78
511145.b0378	6.77
511145.b3626	6.76
511145.b0707	6.75
511145.b2423	6.72
511145.b1594	6.7
511145.b1941	6.7
511145.b2802	6.69
511145.b3530	6.68
511145.b2318	6.68
511145.b0214	6.67
511145.b0058	6.66
511145.b0412	6.65
511145.b2493	6.64
511145.b2717	6.62
511145.b1618	6.6
511145.b1731	6.59
511145.b0138	6.58
511145.b2727	6.56
511145.b1418	6.55
511145.b3918	6.51
511145.b2435	6.5
511145.b4089	6.48
511145.b1327	6.48
511145.b3873	6.43
511145.b2963	6.42
511145.b3441	6.41
511145.b1099	6.39
511145.b0401	6.39
511145.b4124	6.38
511145.b2129	6.38
511145.b2447	6.37
511145.b3811	6.3
511145.b0829	6.27
511145.b0868	6.27
511145.b1784	6.26
511145.b0487	6.26
511145.b1992	6.25
511145.b3620	6.23
511145.b2983	6.21
511145.b3503	6.17
511145.b3396	6.16
511145.b2787	6.14
511145.b2619	6.14
511145.b0142	6.14
511145.b1786	6.14
511145.b0776	6.13
511145.b4464	6.13
511145.b3083	6.11
511145.b0336	6.09
511145.b2156	6.05
511145.b4079	6.04
511145.b0972	6.03
511145.b3897	6.01
511145.b0310	6.01
511145.b0063	5.99
511145.b3118	5.98
511145.b1969	5.96
511145.b0160	5.95
511145.b2256	5.93
511145.b4215	5.92
511145.b3399	5.91
511145.b0716	5.89
511145.b0227	5.85
511145.b1794	5.85
511145.b2869	5.82
511145.b1916	5.81
511145.b4112	5.8
511145.b0575	5.77
511145.b4547	5.76
511145.b1991	5.75
511145.b2880	5.72
511145.b1895	5.7
511145.b1754	5.7
511145.b1353	5.69
511145.b3606	5.68
511145.b1111	5.65
511145.b3066	5.65
511145.b0867	5.64
511145.b3182	5.64
511145.b1162	5.63
511145.b1340	5.62
511145.b1464	5.61
511145.b1195	5.61
511145.b2127	5.59
511145.b0483	5.57
511145.b1879	5.56
511145.b1884	5.56
511145.b4221	5.56
511145.b3252	5.55
511145.b1009	5.53
511145.b3220	5.53
511145.b3632	5.52
511145.b1235	5.51
511145.b1508	5.5
511145.b0376	5.5
511145.b3040	5.46
511145.b1616	5.46
511145.b3750	5.46
511145.b0479	5.46
511145.b3394	5.44
511145.b1605	5.4
511145.b0862	5.4
511145.b3353	5.4
511145.b1673	5.35
511145.b0751	5.35
511145.b4557	5.34
511145.b2670	5.31
511145.b3739	5.31
511145.b4040	5.31
511145.b0706	5.29
511145.b0840	5.28
511145.b1961	5.28
511145.b0351	5.25
511145.b3615	5.24
511145.b3497	5.21
511145.b4093	5.21
511145.b0620	5.2
511145.b0984	5.2
511145.b4001	5.19
511145.b1776	5.19
511145.b0290	5.18
511145.b0272	5.18
511145.b0616	5.17
511145.b1399	5.16
511145.b2789	5.15
511145.b1278	5.15
511145.b0195	5.13
511145.b1374	5.12
511145.b0792	5.1
511145.b3398	5.07
511145.b1872	5.06
511145.b2953	5.06
511145.b4077	5.06
511145.b1962	5.05
511145.b0524	5.04
511145.b3895	5.04
511145.b3126	5.03
511145.b2180	5.01
511145.b2176	5.01
511145.b4312	5.01
511145.b3392	5.0
511145.b4266	5.0
511145.b1450	4.99
511145.b3101	4.99
511145.b2188	4.99
511145.b4595	4.99
511145.b0508	4.98
511145.b0307	4.97
511145.b1069	4.95
511145.b4098	4.92
511145.b1648	4.92
511145.b0694	4.91
511145.b0939	4.9
511145.b4410	4.89
511145.b0955	4.88
511145.b0653	4.87
511145.b2460	4.86
511145.b1900	4.83
511145.b3480	4.81
511145.b0173	4.81
511145.b1388	4.81
511145.b4251	4.78
511145.b4044	4.77
511145.b1290	4.76
511145.b1135	4.74
511145.b4241	4.74
511145.b0833	4.73
511145.b0184	4.72
511145.b1587	4.72
511145.b2202	4.71
511145.b2611	4.68
511145.b3375	4.67
511145.b0786	4.66
511145.b2536	4.66
511145.b0848	4.65
511145.b0831	4.65
511145.b0064	4.65
511145.b1925	4.64
511145.b2160	4.63
511145.b3026	4.62
511145.b1474	4.61
511145.b0901	4.6
511145.b0617	4.59
511145.b2250	4.58
511145.b3934	4.58
511145.b4481	4.58
511145.b2874	4.57
511145.b2134	4.57
511145.b2956	4.55
511145.b3404	4.54
511145.b1892	4.54
511145.b2660	4.53
511145.b1571	4.53
511145.b3832	4.53
511145.b1763	4.53
511145.b4415	4.51
511145.b2347	4.5
511145.b0693	4.49
511145.b1956	4.45
511145.b3904	4.45
511145.b1298	4.44
511145.b0635	4.43
511145.b4253	4.43
511145.b1495	4.4
511145.b0873	4.39
511145.b1812	4.37
511145.b1383	4.37
511145.b3629	4.36
511145.b2837	4.34
511145.b3579	4.34
511145.b2961	4.34
511145.b1799	4.34
511145.b0190	4.34
511145.b2142	4.31
511145.b3325	4.29
511145.b1904	4.28
511145.b1633	4.27
511145.b3021	4.27
511145.b0330	4.27
511145.b1320	4.26
511145.b3822	4.26
511145.b1020	4.24
511145.b0083	4.24
511145.b0857	4.24
511145.b3222	4.23
511145.b3051	4.23
511145.b1801	4.23
511145.b3915	4.22
511145.b1314	4.22
511145.b0826	4.21
511145.b2328	4.21
511145.b1503	4.2
511145.b0619	4.2
511145.b2616	4.19
511145.b0634	4.18
511145.b0217	4.16
511145.b2317	4.15
511145.b1145	4.15
511145.b2308	4.15
511145.b1620	4.15
511145.b2181	4.14
511145.b1804	4.14
511145.b3131	4.13
511145.b2836	4.13
511145.b4169	4.12
511145.b0974	4.12
511145.b4387	4.08
511145.b2268	4.05
511145.b3848	4.04
511145.b1940	4.04
511145.b1810	4.03
511145.b3947	4.02
511145.b4358	4.0
511145.b4248	4.0
511145.b4145	4.0
511145.b0879	4.0
511145.b2123	3.97
511145.b4345	3.97
511145.b2100	3.96
511145.b2398	3.96
511145.b0996	3.94
511145.b0936	3.94
511145.b2803	3.94
511145.b0985	3.94
511145.b1793	3.94
511145.b2220	3.92
511145.b3565	3.92
511145.b2917	3.91
511145.b1756	3.91
511145.b3594	3.9
511145.b3549	3.88
511145.b3333	3.88
511145.b1214	3.86
511145.b4373	3.86
511145.b2776	3.81
511145.b2345	3.8
511145.b0790	3.79
511145.b1902	3.79
511145.b3379	3.77
511145.b4526	3.76
511145.b2883	3.76
511145.b2074	3.75
511145.b4292	3.75
511145.b3570	3.74
511145.b0491	3.7
511145.b1163	3.68
511145.b2642	3.68
511145.b2674	3.66
511145.b3700	3.66
511145.b2819	3.64
511145.b4472	3.63
511145.b2831	3.57
511145.b3538	3.57
511145.b3391	3.57
511145.b0146	3.56
511145.b4541	3.56
511145.b3354	3.55
511145.b3351	3.54
511145.b0612	3.54
511145.b3322	3.52
511145.b0503	3.52
511145.b2644	3.51
511145.b2912	3.5
511145.b0780	3.5
511145.b2264	3.49
511145.b2623	3.49
511145.b1947	3.48
511145.b4065	3.47
511145.b3685	3.47
511145.b1545	3.47
511145.b0295	3.46
511145.b4117	3.42
511145.b1469	3.42
511145.b4020	3.42
511145.b3243	3.41
511145.b1222	3.41
511145.b0147	3.4
511145.b0568	3.39
511145.b2817	3.36
511145.b2112	3.36
511145.b0960	3.35
511145.b4311	3.32
511145.b3456	3.32
511145.b1125	3.3
511145.b3492	3.3
511145.b4003	3.29
511145.b2453	3.29
511145.b4278	3.29
511145.b0448	3.29
511145.b1736	3.28
511145.b1392	3.28
511145.b0365	3.28
511145.b3631	3.28
511145.b3635	3.27
511145.b1828	3.27
511145.b3238	3.26
511145.b0162	3.22
511145.b0764	3.22
511145.b0278	3.22
511145.b2151	3.22
511145.b1468	3.2
511145.b0796	3.2
511145.b1621	3.19
511145.b3537	3.18
511145.b2230	3.18
511145.b3424	3.17
511145.b2172	3.16
511145.b2559	3.15
511145.b1671	3.15
511145.b0148	3.15
511145.b2561	3.14
511145.b0730	3.13
511145.b0770	3.13
511145.b4018	3.12
511145.b1747	3.11
511145.b2786	3.09
511145.b3726	3.08
511145.b2333	3.08
511145.b0271	3.06
511145.b0995	3.06
511145.b2707	3.05
511145.b2148	3.05
511145.b2211	3.04
511145.b1302	3.03
511145.b1561	3.03
511145.b4290	3.03
511145.b4264	3.02
511145.b0645	3.02
511145.b0260	3.02
511145.b1073	3.02
511145.b4348	3.01
511145.b1835	3.0
511145.b3603	3.0
511145.b0921	2.99
511145.b4379	2.99
511145.b0228	2.98
511145.b2135	2.98
511145.b0314	2.98
511145.b2504	2.97
511145.b4304	2.96
511145.b1024	2.96
511145.b2889	2.96
511145.b3889	2.94
511145.b2144	2.93
511145.b3063	2.93
511145.b3360	2.92
511145.b4327	2.92
511145.b1429	2.91
511145.b2698	2.91
511145.b1859	2.9
511145.b0567	2.9
511145.b3442	2.9
511145.b3519	2.9
511145.b3856	2.9
511145.b2822	2.89
511145.b1223	2.87
511145.b1268	2.87
511145.b3494	2.87
511145.b4066	2.87
511145.b1303	2.87
511145.b0099	2.86
511145.b2442	2.86
511145.b0556	2.86
511145.b0861	2.85
511145.b2543	2.85
511145.b1558	2.85
511145.b4197	2.85
511145.b1524	2.85
511145.b1968	2.84
511145.b2277	2.84
511145.b3542	2.84
511145.b1607	2.83
511145.b0639	2.82
511145.b2175	2.82
511145.b3582	2.81
511145.b3095	2.81
511145.b1165	2.81
511145.b2068	2.81
511145.b2430	2.79
511145.b4317	2.78
511145.b0175	2.77
511145.b1606	2.77
511145.b2705	2.76
511145.b0732	2.76
511145.b0935	2.76
511145.b2919	2.75
511145.b1216	2.75
511145.b4146	2.74
511145.b1300	2.73
511145.b3280	2.73
511145.b1393	2.73
511145.b1159	2.73
511145.b2846	2.73
511145.b1694	2.72
511145.b2226	2.72
511145.b3859	2.72
511145.b1649	2.72
511145.b3614	2.71
511145.b4374	2.7
511145.b2718	2.7
511145.b1745	2.7
511145.b3074	2.7
511145.b3906	2.69
511145.b1372	2.69
511145.b0039	2.69
511145.b0047	2.69
511145.b3415	2.68
511145.b0482	2.68
511145.b2782	2.68
511145.b1140	2.67
511145.b3084	2.67
511145.b3680	2.65
511145.b3154	2.65
511145.b2729	2.64
511145.b4217	2.64
511145.b0361	2.63
511145.b1402	2.63
511145.b1996	2.63
511145.b2860	2.63
511145.b3045	2.63
511145.b4273	2.63
511145.b0520	2.62
511145.b2867	2.61
511145.b4109	2.61
511145.b3088	2.6
511145.b2555	2.6
511145.b1390	2.59
511145.b4468	2.59
511145.b0789	2.58
511145.b3082	2.58
511145.b3668	2.58
511145.b0847	2.57
511145.b1689	2.56
511145.b2558	2.55
511145.b2714	2.55
511145.b3265	2.54
511145.b3025	2.53
511145.b0349	2.53
511145.b1985	2.53
511145.b0544	2.52
511145.b2724	2.52
511145.b2979	2.52
511145.b1863	2.52
511145.b0566	2.52
511145.b0139	2.52
511145.b1708	2.51
511145.b4182	2.5
511145.b3010	2.49
511145.b1218	2.48
511145.b0231	2.48
511145.b1054	2.47
511145.b3059	2.47
511145.b2195	2.47
511145.b3116	2.46
511145.b2791	2.45
511145.b2419	2.45
511145.b2625	2.44
511145.b0926	2.43
511145.b0215	2.42
511145.b1856	2.42
511145.b4136	2.41
511145.b0708	2.41
511145.b4237	2.41
511145.b1695	2.4
511145.b0640	2.4
511145.b1869	2.4
511145.b2409	2.4
511145.b0447	2.38
511145.b0449	2.38
511145.b2237	2.37
511145.b2721	2.36
511145.b2049	2.36
511145.b2756	2.36
511145.b0514	2.35
511145.b2703	2.35
511145.b4324	2.34
511145.b1350	2.33
511145.b1292	2.33
511145.b1227	2.31
511145.b0885	2.31
511145.b1113	2.31
511145.b0859	2.31
511145.b1771	2.31
511145.b0874	2.31
511145.b1530	2.3
511145.b1460	2.3
511145.b3484	2.3
511145.b4546	2.29
511145.b0338	2.29
511145.b3488	2.29
511145.b2375	2.28
511145.b0284	2.28
511145.b2118	2.28
511145.b3719	2.27
511145.b2015	2.27
511145.b1535	2.26
511145.b1994	2.25
511145.b3533	2.23
511145.b2382	2.23
511145.b1596	2.22
511145.b2383	2.22
511145.b0106	2.22
511145.b2101	2.22
511145.b1722	2.22
511145.b1443	2.22
511145.b2098	2.21
511145.b3124	2.2
511145.b0289	2.2
511145.b0144	2.2
511145.b2102	2.19
511145.b4298	2.19
511145.b2943	2.19
511145.b0569	2.19
511145.b1291	2.19
511145.b4359	2.18
511145.b4309	2.18
511145.b3130	2.17
511145.b3628	2.17
511145.b3075	2.17
511145.b0043	2.15
511145.b1343	2.14
511145.b2896	2.14
511145.b0516	2.13
511145.b0768	2.13
511145.b3158	2.12
511145.b0915	2.12
511145.b1709	2.12
511145.b0989	2.11
511145.b2778	2.11
511145.b1688	2.11
511145.b0846	2.1
511145.b0066	2.1
511145.b3581	2.1
511145.b0872	2.1
511145.b1542	2.08
511145.b0615	2.07
511145.b3818	2.06
511145.b0360	2.05
511145.b1403	2.05
511145.b1997	2.05
511145.b2861	2.05
511145.b3044	2.05
511145.b4272	2.05
